pull_request,number_of_commits,number_of_comments,number_of_reviews,user_type,user_login,merged_at,number_of_additions,number_of_deletions,number_of_files_changed,number_of_days,message,number_of_characters,second_line_is_blank,language,number_of_test_files
2312,4,0,8,Externals,jakub-m,2017-06-14T15:37:44Z,50,0,2,5,"git-lfs could fail randomly on ""i/o timeout"" error. This is especially
annoying with very long running transfers. This change recognises
Timeout or Temporary errors and retries them.

---

Tested by doing git lfs smudge on a file in lfs repository, where `lfs.url=http://localhost:9000` and  `nc -v -l 9000` was listening locally.

Without the fix git-lfs client aborted instantly, with the fix it retried.
",407,False,en,1
2311,1,0,10,Externals,asottile,2017-06-09T20:40:25Z,72,1,3,0,"Admittedly, I'm a total golang noob :) (my only other real project being a [bridge to python](https://github.com/asottile/setuptools-golang))

This is for #2289, I'd love some feedback.",185,True,en,1
2310,2,0,0,Internals,ttaylorr,2017-06-08T21:24:54Z,71,7,18,0,"This pull request teaches the `*git/githistory.Rewriter` to use an original parent ID if a rewritten one could not be found.

This occurs in scenarios where only a partial migration is taking place (i.e., between a tag and a HEAD) and therefore where not all parents have been seen. Previously this would generate a commit with an empty parent and would fail the test I added as follows:

```
~/g/git-lfs (githistory-migrate-partial-parents!) $ go test -v ./git/githistory -run TestHistoryRewriterUseOriginalParentsForPartialMigration
=== RUN   TestHistoryRewriterUseOriginalParentsForPartialMigration
--- FAIL: TestHistoryRewriterUseOriginalParentsForPartialMigration (0.03s)
panic: runtime error: index out of range [recovered]
        panic: runtime error: index out of range

goroutine 5 [running]:
testing.tRunner.func1(0xc42006ed00)
        /usr/local/Cellar/go/1.8.3/libexec/src/testing/testing.go:622 +0x29d
panic(0x12b0520, 0x145f9f0)
        /usr/local/Cellar/go/1.8.3/libexec/src/runtime/panic.go:489 +0x2cf
github.com/git-lfs/git-lfs/git/odb.(*Commit).Decode(0xc420088080, 0x1438ca0, 0xc42000c240, 0xb2, 0x0, 0x0, 0x0)
        /Users/ttaylorr/go/src/github.com/git-lfs/git-lfs/git/odb/commit.go:116 +0xa51

# ...
```

and would generate commits as:

```
~/g/git-lfs (migrate-cmd) $ g cat-file -p e43c85828d1f1b0631352c773bf89c8f244dd270
tree 726298a5c3089197146367704b2270a62f8a9be5
parent
author Taylor Blau <me@ttaylorr.com> 1496857378 -0600
committer Taylor Blau <me@ttaylorr.com> 1496953008 -0600

docs/man: add entry for `git-lfs-migrate(1)`
```

This is required work for the `git-lfs-migrate(1)` command (see discussion: #2146).

---

/cc @git-lfs/core ",1672,True,en,1
2308,1,0,0,Internals,ttaylorr,2017-06-08T20:13:04Z,91,58,5,0,"This pull request makes the signature(s) of `*git.RevListScanner` mirror more closely the behavior described by `git-rev-list(1)`:

> ```
> GIT-REV-LIST(1)                   Git Manual                   GIT-REV-LIST(1)
>
> NAME
>        git-rev-list - Lists commit objects in reverse chronological order
>
> SYNOPSIS
>        git rev-list [ --max-count=<number> ]
>                     # ...
>                     <commit>... [ -- <paths>... ]
> ```

Where instead of including `left` and `right` commitish's (indicating that rev-list will scan between those two boundaries), this pull request changes that behavior to `Include, Exclude []string`. Each entry in each slice represents a reference to include, or exclude, respectively.

In other words, from the documentation:

```go
// NewRevListScanner instantiates a new RevListScanner instance scanning all
// revisions reachable by refs contained in ""include"" and not reachable by any
// refs included in ""excluded"", using the *ScanRefsOptions ""opt"" configuration.
//
// ...
func NewRevListScanner(include, excluded []string, opt *ScanRefsOptions) (*RevListScanner, error) { ... }
```

This is required work for the `git-lfs-migrate(1)` command (see discussion: #2146).

---

/cc @git-lfs/core ",1247,True,en,2
2303,2,0,0,Internals,ttaylorr,2017-06-07T00:04:24Z,34,11,2,0,"This pull request fixes a bug caused by parsing commits with a message that begins with either `tree` or `parent`.

The issue is that we still allow `tree` or `parent` as the first field to indicate a commit header, so we try and parse the remaining substring as ASCII-encoded hex. In the overwhelming majority of cases, this is possible, and therefore causes a panic.

For instance, the test added in this pull request fails before 7fa88dc:

```
=== RUN   TestCommitDecodingWithMessageKeywordPrefix
--- FAIL: TestCommitDecodingWithMessageKeywordPrefix (0.00s)
        Error Trace:    commit_test.go:104
        Error:          Received unexpected error ""encoding/hex: invalid byte: U+003C '<'""

        Error Trace:    commit_test.go:110
        Error:          Not equal: ""tree <- initial commit"" (expected)
                                != """" (actual)
```

This is required work for the `git-lfs-migrate(1)` command (see: #2146).

---

/cc @git-lfs/core ",959,True,en,1
2302,2,0,0,Internals,ttaylorr,2017-06-06T22:59:54Z,26,1,2,0,"This pull request fixes a bug when reading loose trees longer than 4096 bytes.

The issue is caused by reading a tree entry whose SHA lies across a multiple of 4096 bytes (the buffer size of `*bufio.Reader`. When reading, we do the following:

```go
var sha [20]byte
if _, err := buf.Read(sha[:]); err != nil {
        // ...
}

// ...
```

The issue lies in the fact that `*bufio.Reader.Read()` will make _at most_ one call to the underling `io.Reader.Read()`<sup>[[1](https://golang.org/pkg/bufio/#Reader.Read)]</sup>:

> Read reads data into p. It returns the number of bytes read into p. The bytes are taken from at most one Read on the underlying Reader, hence n may be less than len(p). At EOF, the count will be zero and err will be io.EOF.

If the buffer is exhausted part of the way through reading a SHA, it will stop, and return `0`'s for the remaining bytes. Since we don't check `n`, this behavior goes unnoticed, and causes us to be `20-n` bytes behind the desired reader position in the tree when we make subsequent reads, resulting in corrupted filenames, modes, etc.

To solve this, use `io.ReadFull`, which will make as many calls as needed to `io.Reader.Read()`<sup>[[2](https://golang.org/pkg/io/#ReadFull)]</sup>:

> ReadFull reads exactly len(buf) bytes from r into buf. It returns the number of bytes copied and an error if fewer bytes were read. The error is EOF only if no bytes were read. If an EOF happens after reading some but not all the bytes, ReadFull returns ErrUnexpectedEOF. On return, n == len(buf) if and only if err == nil.

Since this is the only spot that we read into a byte slice directly in `git/odb`, this is a complete fix for the entire package.

This is required work for the `git-lfs-migrate(1)` subcommand (see discussion: #2146).

---

/cc @git-lfs/core  ",1805,True,en,1
2301,1,0,0,Internals,ttaylorr,2017-06-06T20:09:17Z,21,25,3,0,"This pull request fixes some behavior where objects that already exist would cause the `*MemoryStorer` and `*FileStorer` to `panic()` and return an error, respectively.

Except in the case of SHA1 collisions, these calls should be an effective no-op.

Required work for the `git-lfs-migrate(1)` command (see discussion: #2146), and to unblock the work ongoing in #2300.

---

/cc @git-lfs/core ",394,True,en,1
2300,6,3,2,Internals,ttaylorr,2017-06-06T21:00:24Z,33,4,2,0,"This pull request fixes two instances where we closed the underlying file descriptor feeding the `*git/odb.Blob` type incorrectly.

1. 1d5ef4c: when decoding a loose object, the `git/odb` package expected (prior to 1d5ef4c) the implementing `Object` type to exhaust the `io.Reader` feeding it, so that it could safely call `Close()`. This is the case in `*git/odb.Tree`'s `*git/odb.Commit`'s, where the `io.Reader` is drained completely in order to decode the object.

In `*git/odb.Blob`'s, however, the reader is _not_ drained completely, as the blob may be too large to fit in memory. Instead, a `*bufio.Reader` is used to buffer the file contents, and the `Close()` is delayed. If the Blob's `Size` is less than 4096 (the amount buffered by default in the `*bufio.Reader`), this problem does not occur. If the file size is greater than 4096, then the `*bufio.Reader` will exhaust its own buffer before then polling the underlying `*os.File`, which is closed, and therefore does not allow `Read()`'s.

To solve this, delay closing the blob until `*git/odb.Blob.Close()` is called.

2. 9ec9686 & 8631e3e: A natural point to close the blob being modified is after `*git/odb.ObjectDatabase.WriteBlob()` has been called. This change is implemented in 9ec9686, which takes affect on the rewritten blobs. If, however, the `BlobFn` given to the `*git/githistory.Rewriter` returns the _same_ Blob as both ""rewritten"" and ""original"", then the file will have already been closed (the two are using the same underlying `*os.File`), and therefore a `os.ErrInvalid` will be returned. To solve this, only close the original blob if it is _different_ than the rewritten blob. (8631e3e).

This is required work for the `git-lfs-migrate(1)` command (see discussion: #2146).

---

/cc @git-lfs/core ",1783,True,en,0
2299,3,0,0,Internals,technoweenie,2017-06-16T15:21:55Z,3,3,2,10,"As suggested by @vtbassmatt in https://github.com/git-lfs/git-lfs/issues/2258#issuecomment-306466502:

> Another option is to switch all the examples/docs to use double quotes. I'm not in front of my Mac right now, but I think bash strips both double and single quotes. cmd.exe strips double quotes, so this would be relatively cross-platform.",343,True,en,0
2297,3,0,0,Internals,ttaylorr,2017-06-05T22:12:18Z,124,4,2,0,"This pull request teaches the `*git/githistory.Rewriter` type to accept a `TreeCallbackFn`, which allows for customizing each re-assembled subtree beyond calling `BlobRewriteFn` on each entry. 

For instance:

```go
_, err := rewriter.Rewrite(&RewriteOptions{Left: ""master"",
        TreeCallbackFn: func(path string, t *odb.Tree) (*odb.Tree, error) {
                return &odb.Tree{
                        Entries: append(t.Entries, &odb.TreeEntry{
                                // ...
                        }),
                }, nil
        },
})
```

which would append any amount of additional entries into the rewritten tree _before_ saving to disk. The caveat of this is twofold:

1. The callers must save new objects to the object database before marking them as reference-able from the rewritten `*odb.Tree` instance.
2. The callers must persist changes to the respective `*odb.Tree`s, as the original history is not modified during rewrite, only mapped.

While the second choice may be inconvenient for callers to implement (it should be relatively easy for the migrate command: see #2146 for discussion) this decision is intentional to make it easy to map existing history to new history, since changes don't have to be propagated through (and the process can be parallelized without much additional overhead).

This is required work for the migrator command (see: #2146 for discussion). The `TreeCallbackFn` will append new tree entries for the `.gitattributes` to the tree as it reassembles history.

---

/cc @git-lfs/core ",1543,True,en,1
2296,1,1,0,Internals,ttaylorr,2017-06-05T21:32:15Z,21,11,2,0,"This pull request improves the path qualification for the `BlobCallbackFn` when using the `*git/githistory.Rewriter` to be `""/""` instead of `""""` for the root tree in a repository.

This is done in order to improve the path for the next PR in this series, which includes a `TreeCallbackFn`. Instead of recognizing an empty string `""""` as the root tree, it will now be the OS's path separator (`os.PathSeparator`).

---

/cc @git-lfs/core ",437,True,en,1
2295,4,0,0,Internals,ttaylorr,2017-06-05T19:31:18Z,74,4,15,0,"This pull request teaches the `*git/githistory.Rewriter` type how to cull out subtrees and blobs that won't be modified by the BlobRewriteFn by first checking each tree entry's absolute path against a `*filepathfilter.Filter` instance.

This is required work to boost the performance of the proposed `git-lfs-migrate(1)` command (see discussion: #2146). Since the migrate command will take an `-I` and `-X` flag, we can precompute a `*filepathfilter.Filter` instance that is passed to the rewriter, which will avoid calling the `BlobCallbackFn` on blobs whose paths don't match the filter.

Instead of calling the `BlobRewriteFn` to generate a new object (and therefore, a new tree entry) we copy over the existing tree entry that we are trying to rewrite, and use the same reference to an existing object present in the object database. This ensures that performance for subtrees and blobs that don't match the given `*filepathfilter.Filter` is ⚡️.

To pass the filter to the `NewRewriter()` function, I used Dave Cheney's ""option"" funcs [[source](https://dave.cheney.net/2014/10/17/functional-options-for-friendly-apis)].

---

/cc @git-lfs/core  ",1153,True,en,1
2294,2,0,0,Internals,ttaylorr,2017-06-05T19:30:57Z,54,52,63,0,"This pull request moves the `*git/odb.HistoryRewriter` type into a new package: `*git/githistory.Rewriter`.

Tracking: #2146.

---

/cc @git-lfs/core ",150,True,en,2
2292,13,1,4,Internals,ttaylorr,2017-06-05T15:37:35Z,735,0,63,2,"This pull request introduces a new type, `*git/odb.HistoryRewriter` that is capable of assembling a topologically equivalent DAG by remapping unique blobs through a `BlobRewriteFn`.

Essentially, the API that I'd like to provide, and the one needed by the migrator command (see: #2146 discussion) is:

```go
history := odb.NewHistoryRewriter(odb.FromFilesystem(""...""))

tip, err := history.Rewrite(&odb.HistoryRewriteOptions{Left: ""master"",
        BlobFn: func(path string, b *odb.Blob) (*odb.Blob, error) {
                // ...
        },
})
```

Where:

- `Left`: is the range of commits to include
- `BlobFn`: is the map function to apply to each blob
- and `tip` is the new tip of that revision set.

To accomplish this, the `*HistoryRewriter` has three functions, `Rewrite`, `rewriteTree`, and `rewriteBlob`:

- [`rewriteBlob`][1]: at the lowest level, takes a given blob and applies the mapping function to it, propagating errors or saving the new blob to the object database.
- [`rewriteTree`][2]: at a higher level, enumerates each entry in a tree, calling `rewriteBlob` if the entry is a blob, or recursing if a subtree exists.
- [`Rewrite()`][3]: walks the commits (output from `*git.RevListScanner` via `git-rev-list(1)`, reassembling history by linking commit parents and moving the old trees to the new trees by first calling `rewriteTree()`, essentially performing:

[1]: https://github.com/git-lfs/git-lfs/pull/2292/files#diff-e438306fed436a78cbb097311f55f909R188
[2]: https://github.com/git-lfs/git-lfs/pull/2292/files#diff-e438306fed436a78cbb097311f55f909R149
[3]: https://github.com/git-lfs/git-lfs/pull/2292/files#diff-e438306fed436a78cbb097311f55f909R75

```go
for scanner.Scan() {
        commit, err := odb.Commit(scanner.OID())
        if err != nil {
                return err
        }

        commit.TreeID = rewriteTree(commit.TreeID)
        for i := 0; i < len(commit.Parents); i ++ {
                commit.Parents[i] = uncache(commit.Parents[i])
        }

        return odb.WriteCommit(commit)
}
```

To test this behavior, I first approached the problem by creating an in-memory ""repository"" with blobs and trees and commits that linked against one another. I found that while in theory this seemed like a good idea for immutability and speed concerns, in practice this required a lot of hard-to-read setup code. The `git/odb` package wasn't designed for this sort of level of repository stubbing.

Instead, I added four bare `.git` repositories that have the state that I'd like within them. When loaded using the `FixtureDatabase` helper, their contents are copied to `/var/tmp` where they can be mutated and asserted on without setup. This has a cost of reduced transparency, but ends up making the tests a lot easier to grok.

Here's a summary of what happened in this pull request:

- https://github.com/git-lfs/git-lfs/compare/0f2b8ea...4094ea6: introduce four fixture repositories.
- Scaffolding to be able to test the `*git/odb.HistoryRewriter`:
  - c91865f: teach `DatabaseFixture` helper, to create a `*git/odb.ObjectDatabase` against a copied version of a given fixture repository.
  - b1a5a1f: teach `HexDecode(t, sha)` to convert ASCII-encoded hexadecimal `string`s to `[]byte`s, or call `t.Fatal()`.
  - 5014390: teach `AssertBlobContents` to assert that a given tree entry has the expected blob contents.
  - 84a7d2b: teach `AssertCommitParent` to assert that a commit has a given parent.
  - 472b87c: teach `AssertCommitTree` to assert that a commit has a given tree.
- 748378b: introduce and test the `*git/odb.HistoryRewriter`.
- https://github.com/git-lfs/git-lfs/compare/748378b...4023333: cleanup unneeded parts of bare repository (`COMMIT_EDITMSG`, `info`, `hooks` examples, etc).

And some things that I'd like to think about going forward:

1. Teach the `*HistoryRewriter` how to use a `filepathfilter.Filter` to cull out subtrees that wont be rewritten.
2. Teach the `*HistoryRewriter` to accept a `TreeCallbackFn` which will visit a whole subtree once before writing it (e.g., to add an entry to `.gitattributes`).

---

/cc @git-lfs/core ",4104,True,en,2
2287,1,0,0,Internals,ttaylorr,2017-06-02T15:37:29Z,37,0,3,0,"This pull request teaches the `*git/odb.ObjectDatabase()` to return the `Root()` path on disk (fully-qualified) that it is operating in. It depends on 23173cf from https://github.com/git-lfs/git-lfs/pull/2286.

This is required work for testing a new type I'm working on `*git/odb.HistoryRewriter`, which requires that the `*git.RevListOperator` (used by the `*HistoryRewriter` to determine which commits to rewrite) work in a directory outside of `os.Getwd()`. This is a result of using bare repositories as fixture data on disk in a different path than the current working directory.

In pursuit of the `git-lfs-migrate(1)` command (see discussion: #2146).

From the documentation:

> ```go
> // Root returns the filesystem root that this *ObjectDatabase works within, if
> // backed by a fileStorer (constructed by FromFilesystem). If so, it returns
> // the fully-qualified path on a disk and a value of true.
> //
> // Otherwise, it returns empty-string and a value of false.
> ```

---

/cc @git-lfs/core ",1011,True,en,1
2286,2,0,0,Internals,ttaylorr,2017-06-02T15:37:21Z,21,0,2,0,"This pull request teaches two minor options to the `*git.RevListScanner`: `WorkingDir` and `Reverse`.

- `WorkingDir`: this option is given to provide a working dir not equal to `os.Getwd()`, in case we're operating on a Git repository that isn't in the current working directory. This isn't the case for `git lfs migrate` usage, but when testing using bare `.git` fixtures, this is required instead of stubbing out `git-rev-list(1)`.
- `Reverse`: this option is one I missed in #2263, and is needed for the `migrate` command (see discussion: #2146). In order to rewrite commits, we must see parents before children when visiting a repository's history in topological ordering. By default `--topo-order` gives us _children_ first, but we want _parents_ first. `--reverse` does that via the `Reverse` option. Since this is a `bool`, the zero-value doesn't change the default behavior of this command.

These two are both required for the migrate command.

---

/cc @git-lfs/core ",978,True,en,1
2283,7,1,2,Internals,ttaylorr,2017-05-31T22:25:46Z,146,18,5,0,"This pull request teaches the `*git/odb.ObjectDatabase` type to read ""missing,"" or (more accurately) packed objects from the Git object database.

When an object becomes packed by Git (before a push, after a `git-pack-objects(1)`, or `git-gc(1)`) they are no longer accessible inside of `.git/objects/xx/yyyy`. Instead, they are delta compressed and stored inside of `.git/objects/pack/pack-nnn.pack` (and the corresponding `.git/objects/pack/pack-nnn.idx`).

Since the `git/odb` package doesn't currently know how to read packed objects, this pull request teaches it to fallback to the `*git.ObjectScanner` (which internally uses `git-cat-file(1) --batch` to ""unpack"" the objects before streaming their contents back to `git/odb`.

Here's a quick breakdown of what happened:

- 70818eb: Introduce an `open()` function which will be the home for reassembling the object from `git-cat-file` output.
- e8b24aa: Since `git-cat-file(1) --batch` yields objects without zlib compression applied, a new set of ""uncompressed"" `*git/odb.ObjectReader`'s are introduced to support reading uncompressed data. This is done to avoid recompressing the data just to immediately decompress it. 
- 4ac2ece: Prepare to test this new behavior by returning an error which satisfies `os.IsNotExist`.
- aaf8a45: Store and provide utilities to `Close()` a `*git.ObjectScanner` on the `*git/odb.ObjectDatabase`.
- 39d387a: Fallback to the `*git.ObjectScanner` when objects are missing by reassembling their object contents.

Some other thoughts to keep in mind after merging: Increasing the number of code paths for reading an object is intentional for two reasons.

I'm primarily concerned about the speed of reading large blobs through a pipe on Windows, which I think is kept faster by opening a file descriptor instead of a pipe.

The second is that I'd eventually like to teach the migrator how to parallelize history recreation. Right now, the cost of parallelization scales linearly with the number of parallel ""workers"" as a function of the cost of open file descriptors. If we moved the primary object reading path to go through `git-cat-file(1)`, we'd have to run multiple invocations of the command in order to read multiple objects at once. In addition to more pipe throughput (which is already slower), we also have to pay the cost as a linear function of the overhead caused by spawning a new process. 

---

/cc @git-lfs/core ",2416,True,en,2
2278,1,0,0,Internals,ttaylorr,2017-05-30T21:58:04Z,3,0,1,0,"This pull request disables the locks verification check if `lfs.<url>.locksverify` is set to a false-y value, as per discussion in https://github.com/git-lfs/git-lfs/issues/2269.

For servers that send a 401 instead of a 403 for invalid credentials against the locks verification endpoint, this can cause an infinite loop when requesting locks verification. Prior to this pull request, disabling locks verification would _still_ make the request, causing an infinite loop in the credential helper.

Closes: https://github.com/git-lfs/git-lfs/issues/2269.

---

/cc @git-lfs/core 
/cc https://github.com/git-lfs/git-lfs/issues/2269",630,True,en,0
2277,1,1,0,Externals,raleksandar,2017-05-30T15:12:56Z,1,1,1,0,"Git LFS commands like `git lfs track` hang forever on MSYS2 setup on Windows because of `git --git-dir` returning cygwin path which `ioutil.ReadFile()` can't handle.

This is related to #865 issue which is fixed by #1820. Although the fix in #1820 does not work under MSYS2 as `uname` there returns `MSYS_NT-10.0` (and the code only checks for `CYGWIN`).

So this fix just adds check for `MSYS` string inside of `tools.isCygwin()`.",431,True,en,0
2272,1,0,0,Internals,ttaylorr,2017-05-26T20:55:57Z,23,0,1,0,"This pull request teaches the `git` package how to execute a `git-checkout(1)` command via a new helper, `git.Checkout()`.

Although `git-checkout(1)` accepts a wide range of arguments and flags, this pull request starts with the most essential options for the work required by the `migrate` command (see discussion: #2146).

While working on the migrate command, the issue is that as changes get propagated into the `HEAD` ref, the working copy does not get checked out, which causes the file to show as modified. This will allow the migrate command to force a manual checkout after updating a ref (using `git.UpdateRef`) and will leave the repository in a clean state.

---

/cc @git-lfs/core ",695,True,en,0
2268,3,0,0,Internals,ttaylorr,2017-05-25T22:05:30Z,77,0,2,0,"This pull request implements both `git.UpdateRef` and `git.UpdateRefReason` to perform an execution of `git-update-ref(1)`.

This is required work to update changes out to the ref tips for the migrate command (see discussion: #2146).

---

/cc @git-lfs/core ",258,True,en,1
2267,4,1,4,Internals,ttaylorr,2017-05-25T21:04:19Z,11,3,1,0,"This pull request fixes an issue in the `git/odb` package that caused a panic when new objects are written to directories that don't have a prefix that has been created.

This is due to how Git partitions objects in the `.git/objects` directory. For instance:

```
~/g/git-lfs (master) $ tree .git/objects | head
.git/objects
├── 00
│   └── 21dd014660145da7cb00c2477359b82cf98dd3
├── 01
│   ├── 091f55ffa8b31575f351e1ede0549cea86058d
```

For an object with the OID `0021dd014660145da7cb00c2477359b82cf98dd3`, Git first places that in a directory called `00`, and then takes the remaining 38 ASCII-encoded hex SHA1 characters as the filename for that object.

Prior to this pull request, if the `git/odb` package tried to write an object that began with a two character combination that did _not_ yet exist in the `.git/objects` directory, it would panic after trying to rename a file as a child node of a directory that didn't exist. https://github.com/git-lfs/git-lfs/commit/0db751e7f8384749d83fd0e6930c4c19912f51c0 addresses this by first `stat()`-ing the directory that will contain the file and running an `os.MkdirAll()` if the error returned from `os.Stat` matches `os.IsNotExist()`.

While in here, I also updated the file storer code to close the temporary buffer earlier, to increase the readability of that code in: e731785.

This is required work for the migrate command (see discussion: #2146).

---

/cc @git-lfs/core ",1464,True,en,0
2266,1,0,0,Internals,ttaylorr,2017-05-25T20:57:46Z,3,0,1,0,"This pull requests fixes an issue where no data would be copied to disk when writing loose objects from the `*git.ObjectDatabase` type.

Here's a brief overview of what was going on: In order to create a ""full"" Git object, you need:

1. The object type
2. The object's encoded contents
3. The length of the encoded contents (zlib inflated)

In order to determine the third item, we write a temporary buffer containing the encoded contents. Once this is done, we then take the length and the object type, write a header, and then rename the object into place in your `.git/objects` directory.

To do this, however, we were using an `*os.File`, since we may encounter large blobs which exceed the available RAM on a computer running `git-lfs-migrate(1)`. The problem is that since `*os.File` implements `io.Seeker`, we were writing and advancing the seek index, so that when we copied the file into place, we were copying from the end (no remaining data), and not from the beginning. This pull request fixes that by first rewinding to the start of the temporary file.

This pull request is required work for the `git-lfs-migrate(1)` command (see discussion: #2146).

---

/cc @git-lfs/core ",1188,True,en,0
2265,1,0,0,Internals,ttaylorr,2017-05-25T20:57:36Z,15,1,2,0,"This pull request teaches the `*git.RevListScanner` the ability to not traverse the object graph if asking for `CommitsOnly`.

This is needed for the `migrate` command (see: #2146 for discussion), which requires a topologically ordered list of just commits, not objects.

Since the default value of `bool` is `false`, this imposes no behavior changes on existing code.

---

/cc @git-lfs/core ",393,True,en,1
2263,5,0,0,Internals,ttaylorr,2017-05-24T23:21:55Z,71,0,2,0,"This pull request expands the `RevListOptions` type to include an `Order` field, and teaches the `RevListScanner` type how to add flags to `git-rev-list(1)` accordingly.

We require a `--topo-order`-sorted list of commits in order to create a parallel DAG efficiently when performing a migrate (see: #2146 for discussion), so this pull request is required for that.

When I first implemented this, I instead added a `TopoOrder bool` field to the `RevListOptions` type, but felt that this approach was too fragile in case we need to add support for other orderings. Git allows for `--date-order`, `--author-date-order`, and `--topo-order` (in addition to its default with none of these flags given), so I added a constant type to represent this and have support for all four. Since the zero-values of the `RevListOrder` type is `DefaultRevListOrder` (which is purposefully ignored), none of the existing code requires any change to keep its behavior.

---

/cc @git-lfs/core ",974,True,en,1
2262,2,3,0,Internals,ttaylorr,2017-05-25T14:47:35Z,2,2,2,0,"This pull request upgrades our CI services to build using Go 1.8.3, which was released today on the golang-announce mailing list [[source]](https://groups.google.com/forum/#!topic/golang-announce/q8Ddz0ZgAQw).

Similar to our discussion in https://github.com/git-lfs/git-lfs/issues/2141, I would like to stay on the latest version of Go to minimize the change between versions if we ever were affected by a security vulnerability and needed to upgrade.

Here's a breakdown of our different CI services and how they're affected:

- CircleCI: uses Homebrew to install Go, so it's always on the latest of what's offered on `homebrew-core`. That repo was updated today in https://github.com/Homebrew/homebrew-core/pull/13905.
- TravisCI: uses the `.travis.yml`, which was updated in this pull request via fc7f6a1.
- AppVeyor: which uses Chocolatey (via `cinst`) to install Go v1.8.3. 1.8.3 isn't on Chocolatey yet, so we can either take an approach similar to 4acff49aea7253413a4382f8d7507324eadb1c59, or wait. I don't think we have a release scheduled anytime soon, so I'm fine to let this sit for until Chocolatey gets updated and then merge. @sschuberth: I'd be curious to hear your thoughts on this and defer to your judgement.

The corresponding build-dockers PR is here: https://github.com/git-lfs/build-dockers/pull/17.

---

/cc @git-lfs/core ",1347,True,en,0
2261,4,1,4,Internals,ttaylorr,2017-05-24T20:24:28Z,462,84,3,0,"This pull request extracts the internal `lfs.revListShas()` function into a new type, `*git.RevListScanner` capable of scanning revision ranges for objects and commits.

This work is required for the migrate command (proposed in #2146) in order to avoid implementing a topological sorting algorithm in Go that is functionally equivalent to a [`sort_in_topological_order` call](https://github.com/git/git/blob/v2.13.0/commit.c#L646-L758). Instead, we will opt to use the builtin `git-rev-list(1)` given a `--topo-order` flag and a left/right refspect.

As a first step, we extract that type from its original home in `lfs.revListShas()` so that it can be expanded in a follow-up pull request in order to support the use-case above.

---

/cc @git-lfs/core ",755,True,en,1
2252,6,1,0,Internals,ttaylorr,2017-05-22T19:26:21Z,36,0,2,0,"This pull request updates our wrapped clone command to include new flags added since Git 2.9, namely:

<details>
<summary><code>--reference[-if-able] <repository></code></summary>
<pre>
--reference[-if-able] <repository>
    If the reference repository is on the local machine, automatically setup
    .git/objects/info/alternates to obtain objects from the reference repository. Using an already
    existing repository as an alternate will require fewer objects to be copied from the repository
    being cloned, reducing network and local storage costs. When using the --reference-if-able, a
    non existing directory is skipped with a warning instead of aborting the clone.

    NOTE: see the NOTE for the --shared option, and also the --dissociate option.
</pre>
</details>

<details>
<summary><code>--shallow-since<=date></code></summary>
<pre>
--shallow-since=<date>
    Create a shallow clone with a history after the specified time.
</pre>
</details>

<details>
<summary><code>--shallow-exclude=<revision></code></summary>
<pre>
--shallow-exclude=<revision>
    Create a shallow clone with a history, excluding commits reachable from a specified remote
    branch or tag. This option can be specified multiple times.
</pre>
</details>

<details>
<summary><code>-[no-]shallow-submodules</code></summary>
<pre>
-[no-]shallow-submodules
   All submodules which are cloned will be shallow with a depth of 1.
</pre>
</details>

<details>
<summary><code>-j <n>, --jobs <n></code></summary>
<pre>
-j <n>, --jobs <n>
    The number of submodules fetched at the same time. Defaults to the submodule.fetchJobs option.
</pre>
</details>

</br>

Closes https://github.com/git-lfs/git-lfs/issues/2250.

---

/cc @git-lfs/core ",1723,True,en,0
2251,2,2,0,Internals,ttaylorr,2017-05-22T19:26:10Z,2,2,2,0,"This pull request closes https://github.com/git-lfs/git-lfs/issues/2249 by adding the shorthand `-v` flag to be the equivelant of `--verbose` when calling `git lfs clone`.

This more closely matches the behavior of the builtin `git-clone(1)`:

> ```
> --verbose, -v
>    Run verbosely. Does not affect the reporting of progress status to the standard error stream.
> ```

While looking through the man pages for `git-clone(1)`, I double checked to make sure that none of the other wrapped clone flags that we provide were missing shorthand, single `-` flags.

Closes https://github.com/git-lfs/git-lfs/issues/2249.

---

/cc @git-lfs/core ",639,True,en,1
2248,1,0,0,Externals,dpursehouse,2017-05-21T04:49:53Z,5,5,1,0,"- Add missing trailing periods

- Add quotes around ""locked"" for consistency
",77,True,en,0
2246,1,1,2,Internals,ttaylorr,2017-05-19T21:00:37Z,34,4,5,0,"---

/cc @git-lfs/core @git-lfs/releases ",41,True,en,0
2245,1,0,0,Internals,ttaylorr,2017-05-19T19:34:31Z,37,2,3,0,This backports #2237.,21,False,en,1
2244,4,0,0,Internals,ttaylorr,2017-05-19T18:55:21Z,15,3,3,0,"This pull request is a manual backporting of the 4 pull requests involved in supporting building/releasing on Debian 9:

- https://github.com/git-lfs/git-lfs/pull/2203 (@ssgelm): fix building on Debian 9
- https://github.com/git-lfs/git-lfs/pull/2205 (@ttaylorr): publish Debian 9 packages
- https://github.com/git-lfs/git-lfs/pull/2211 (@ttaylorr): add Debian 9 to release notes
- https://github.com/git-lfs/git-lfs/pull/2212 (@andyneff): fix broken publishing rules

---

/cc @git-lfs/core ",492,True,en,0
2243,1,0,0,Internals,ttaylorr,2017-05-19T18:15:56Z,96,3,2,0,This backports #2235.,21,False,en,1
