pull_request,number_of_commits,number_of_comments,number_of_reviews,user_type,user_login,merged_at,number_of_additions,number_of_deletions,number_of_files_changed,number_of_days,message,number_of_characters,second_line_is_blank,language,number_of_test_files
1119,2,3,0,Externals,sgerrand,2016-01-20T03:56:27Z,3,3,1,1,":information_desk_person: Updates the version of express to mitigate security vulnerabilities with version 3.18.1 of the `express` npm package:
### For version 3.18.1

```
$ nsp check
(+) 4 vulnerabilities found
┌───────────────┬──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┐
│               │ Regular Expression Denial of Service                                                                                             │
├───────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Name          │ ms                                                                                                                               │
├───────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Installed     │ 0.7.0                                                                                                                            │
├───────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Vulnerable    │ <=0.7.0                                                                                                                          │
├───────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Patched       │ >0.7.0                                                                                                                           │
├───────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Path          │ hubot@2.17.0 > express@3.18.1 > debug@2.1.3 > ms@0.7.0                                                                           │
├───────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ More Info     │ https://nodesecurity.io/advisories/46                                                                                            │
└───────────────┴──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┘
┌───────────────┬──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┐
│               │ Root Path Disclosure                                                                                                             │
├───────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Name          │ send                                                                                                                             │
├───────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Installed     │ 0.10.1                                                                                                                           │
├───────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Vulnerable    │ <0.11.1                                                                                                                          │
├───────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Patched       │ >=0.11.1                                                                                                                         │
├───────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Path          │ hubot@2.17.0 > express@3.18.1 > send@0.10.1                                                                                      │
├───────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ More Info     │ https://nodesecurity.io/advisories/56                                                                                            │
└───────────────┴──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┘
┌───────────────┬──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┐
│               │ Regular Expression Denial of Service                                                                                             │
├───────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Name          │ ms                                                                                                                               │
├───────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Installed     │ 0.6.2                                                                                                                            │
├───────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Vulnerable    │ <=0.7.0                                                                                                                          │
├───────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Patched       │ >0.7.0                                                                                                                           │
├───────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Path          │ hubot@2.17.0 > express@3.18.1 > send@0.10.1 > ms@0.6.2                                                                           │
├───────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ More Info     │ https://nodesecurity.io/advisories/46                                                                                            │
└───────────────┴──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┘
┌───────────────┬──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┐
│               │ Cross-Site Scripting                                                                                                             │
├───────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Name          │ serve-index                                                                                                                      │
├───────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Installed     │ 1.5.3                                                                                                                            │
├───────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Vulnerable    │ <1.6.3                                                                                                                           │
├───────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Patched       │ >=1.6.3                                                                                                                          │
├───────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ Path          │ hubot@2.17.0 > express@3.18.1 > connect@2.27.1 > serve-index@1.5.3                                                               │
├───────────────┼──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┤
│ More Info     │ https://nodesecurity.io/advisories/34                                                                                            │
└───────────────┴──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────┘
```
### For version 3.21.2

```
$ nsp check

```
",18841,False,km,0
1116,1,1,0,Externals,jackmawer,2016-01-20T03:36:39Z,1,1,1,7,"Simple issue here, no code changes and only a slight link change :)
",68,True,en,0
1114,1,0,0,Internals,technicalpickles,2016-01-09T00:11:33Z,1,1,1,0,"fixes https://github.com/github/hubot/issues/1096
",50,True,en,0
1111,1,2,0,Internals,technicalpickles,2016-01-20T03:37:04Z,1,1,1,11,"This is a possible fix for https://github.com/github/hubot/issues/1102

cc @glensc
",83,True,en,0
1109,1,2,1,Internals,technicalpickles,2016-01-20T03:38:06Z,7,7,2,11,"Previously, adapterPath was determined in bin/hubot, and passed to index.coffee,
 and eventually passed ot the constructor in robot.coffee. This is used by Robot
to determine where to load builtin adapters from.

It also makes it hard to progmatically construct a robot without running bin/hubot,
since you'd need to find a way to figure out the path that the hubot module is installed.

This changes it so Robot will determine the adapterPath since it's relative to where
it live. The constructor still takes it as an option so it remains backward compatible
 to anything that might be specifying it.

This is work towards https://github.com/github/hubot/issues/858
",667,False,en,0
1106,3,3,4,Externals,gotchahn,2017-05-24T03:17:54Z,10,6,2,504,"For avoiding `413 Request Entity too large` in some responses.
fixes #1105 
",76,False,en,0
1103,1,0,0,Externals,aqnouch,2016-01-08T23:34:57Z,1,1,1,7,,0,False,en,0
1101,1,1,0,Externals,cycomachead,2016-01-08T23:45:50Z,3,3,1,21,,0,False,en,0
1099,1,2,0,Externals,philnash,2016-01-08T23:48:41Z,2,1,1,22,,0,False,en,0
1097,1,1,0,Externals,EllisV,2016-01-09T00:08:50Z,1,0,1,27,"Hello,

I would like to add a [Skyweb Adapter](https://github.com/EllisV/hubot-skyweb) which uses Skyweb library (communicates with Skype via HTTP) to a list of adapters.
",171,True,en,0
1095,2,2,0,Externals,kauffecup,2016-01-20T03:38:23Z,112,0,2,40,"Bluemix is IBM's PaaS built on top of the open-source project Cloud Foundry. Unlike Heroku, the free tier supports 24/7 uptime meaning you don't have to set up anything like the hubot-heroku-keepalive script, making for a better hubot experience.

This PR contains the docs for how to deploy and host your hubot on Bluemix
",323,True,en,0
1094,2,3,0,Externals,mdelagrange,2016-01-08T23:55:12Z,80,0,1,35,"Fixes github/hubot#985.
",24,True,en,0
1092,1,1,0,Externals,jbick,2016-01-09T00:14:15Z,5,1,1,44,"I had some hard time figuring out how to use hubot behind a corporate proxy. This might make it easier for some.
",113,True,en,0
1083,3,1,0,Internals,bhuga,2015-11-13T18:54:58Z,21,1,2,0,"`package.json` bump and `CHANGELOG` entries for 2.17 with response middleware.

I'd love to merge #1081 too, so letting this sit for :eyes:.
",141,True,en,0
1081,3,7,0,Internals,bhuga,2016-01-20T03:45:01Z,5,2,3,69,"When upgrading from node 0.8 to 0.10, we were failing with errors like this:

```
... snip ...
(node) warning: Recursive process.nextTick detected. This will break in the next version of node. Please use setImmediate for recursive deferral.
(node) warning: Recursive process.nextTick detected. This will break in the next version of node. Please use setImmediate for recursive deferral.
(node) warning: Recursive process.nextTick detected. This will break in the next version of node. Please use setImmediate for recursive deferral.
(node) warning: Recursive process.nextTick detected. This will break in the next version of node. Please use setImmediate for recursive deferral.
(node) warning: Recursive process.nextTick detected. This will break in the next version of node. Please use setImmediate for recursive deferral.
(node) warning: Recursive process.nextTick detected. This will break in the next version of node. Please use setImmediate for recursive deferral.

node.js:0
// Copyright Joyent, Inc. and other Node contributors.
^
RangeError: Maximum call stack size exceeded
```

This uses `setImmediate` instead of `nextTick` if available, allowing our hubot to boot.

cc @technicalpickles 
",1201,True,en,0
1077,3,2,0,Externals,scboucher,2015-11-13T02:16:43Z,4,1,2,10,"I added stable to travis as  it is currently pointing to node v5. 
I added dev dependencies to support npm v3 (sinon and chai were require but not found.) I also updated the libs. There is one test pending.
",207,False,en,0
1074,1,5,1,Externals,msabramo,2015-10-27T23:14:26Z,1,1,1,0,"This makes debugging easier because you can more easily identify which
listener is being executed. This changes the debug output from -- e.g.:

```
[Tue Oct 27 2015 07:35:47 GMT-0700 (PDT)] DEBUG Message 'DEVOPS-916' matched regex //(.*)$/i/
[Tue Oct 27 2015 07:23:59 GMT-0700 (PDT)] DEBUG Executing listener callback for Message 'DEVOPS-916'
```

to the more helpful:

```
[Tue Oct 27 2015 07:35:47 GMT-0700 (PDT)] DEBUG Message 'DEVOPS-916' matched regex //(.*)$/i/; @options = { id: 'hubot-mute.catch_all' }
[Tue Oct 27 2015 07:28:10 GMT-0700 (PDT)] DEBUG Executing listener callback for Message 'DEVOPS-916'; @options = { id: 'hubot-mute.catch_all' }
```
",659,False,en,0
1069,2,9,0,Internals,technicalpickles,2015-11-12T20:35:09Z,1,1,1,22,"This should fix https://github.com/slackhq/hubot-slack/issues/210 over in hubot-slack. I'm not sure if there's any other implications of this, like if other adapters have workarounds for this or not.
",200,True,en,0
1068,5,5,1,Externals,scboucher,2015-10-22T20:31:53Z,5,6,1,9,"See issue #1050  
",18,True,en,0
1052,1,4,0,Internals,technicalpickles,2016-01-20T03:46:37Z,4,1,1,126,"This lets you set a HUBOT_SHELL_USER_ID=U0123456, as if to pretend to
have a Slack user id.

Without this change, `parseInt` ends up returning undefined for strings like `U0123456`.
",182,False,en,0
1049,1,3,0,Externals,doque,2015-09-15T20:25:23Z,1,1,1,0,,0,False,en,0
1042,1,1,0,Externals,xuoe,2015-08-31T13:45:17Z,3,3,2,0,,0,False,en,0
1041,3,1,0,Externals,davidkassa,2015-10-09T17:22:40Z,23,7,2,40,,0,False,en,0
1039,1,0,0,Externals,danielcompton,2015-08-28T13:41:31Z,1,1,1,0,"The Slack adapter has been moved to https://github.com/slackhq/hubot-slack
 and is redirecting, but this link is still going to the old repo location.
",151,False,en,0
1038,2,1,0,Internals,bhuga,2015-08-26T05:43:25Z,8,3,1,0,"Based on feedback from @michaelansel in https://github.com/github/hubot/pull/1019
",82,True,en,0
1037,1,2,0,Externals,michaelansel,2015-08-26T01:18:00Z,8,5,1,0,"Test cases should fail fast and loud instead of by hitting a timeout
",69,True,en,1
1035,2,1,0,Internals,technicalpickles,2015-08-24T16:53:29Z,15,1,2,0,"**Merged pull requests:**
- Update docs on keepalive support [#1033](https://github.com/github/hubot/pull/1033) @bkeepers
- Cleanup tests [#1032](https://github.com/github/hubot/pull/1032) @michaelansel
- Add coffee-errors to test scaffolding [#1020](https://github.com/github/hubot/pull/1020) @bhuga
- Receive middleware [#1019](https://github.com/github/hubot/pull/1019) @bhuga
- Pass alias in Robot constructor. Fixes issue #1002. [#1003](https://github.com/github/hubot/pull/1003) @sdimkov
- Add Robot.listen [#986](https://github.com/github/hubot/pull/986) @michaelansel
",576,False,en,0
1033,1,0,0,Internals,bkeepers,2015-08-24T14:01:01Z,2,13,1,2,"This updates the heroku docs to be consistent with the changes in https://github.com/hubot-scripts/hubot-heroku-keepalive/pull/13. I moved this to the bottom since it's not essential for getting hubot running the first time.

/cc @github/open-source-hubot-maintainers 
",269,True,en,0
1032,4,0,0,Externals,michaelansel,2015-08-24T14:05:15Z,56,74,3,9,"Tests were getting a little messy, so I did a pass of refactoring and style cleanup. Plenty more work to do, but progress is still progress. Each commit is pretty standalone; review might be easier looking at each commit individually rather than the full diff.
",261,True,en,3
1030,1,6,0,Externals,michaelansel,2015-08-14T16:57:54Z,8,1,2,0,"- Document another middleware pattern https://github.com/github/hubot/pull/1017 @kristenmills 
- Make Robot.respondPattern a public method https://github.com/github/hubot/pull/1011 @sdimkov 
- Make ""done"" argument optional for middleware https://github.com/github/hubot/pull/1028 @michaelansel

All changes: https://github.com/github/hubot/compare/v2.14.0...master

@github/open-source-hubot-maintainers 
",405,False,en,0
1028,1,2,2,Externals,michaelansel,2015-08-13T22:44:58Z,37,7,4,0,"Default to using the most recent 'done' callback if not explicitly specified.

Allows `next()` instead of `next done`.

Minor version bump
",139,True,en,1
1021,12,19,6,Internals,bhuga,2015-11-12T20:29:15Z,159,13,4,98,"Hot on the heels of #1019, response middleware gives you the chance to edit outgoing messages.

It looks like this:

``` coffeescript
# Replace markdown links with slack's <url|text> format.
module.exports = (robot) ->
  robot.responseMiddleware (context, next, done) ->
    regex = /\[([^\[\]]*?)\]\((https?:\/\/.*?)\)/g

    context.string = context.string.replace(regex, ""<$2|$1>"")
    next(done)
```
",404,True,en,1
1020,1,3,0,Internals,bhuga,2015-08-14T21:07:26Z,2,1,2,9,"Line numbers from `script/test` are correct now.
",49,True,en,0
1019,14,10,53,Internals,bhuga,2015-08-24T16:05:25Z,246,29,6,19,"Builds off of #803 for middleware before all listeners. https://github.com/michaelansel/hubot/commit/b5bf215e44f20cf1c0c6080f4f2e19271f0e8242 was a bit too simple, but only just.

I need to test this a bit tomorrow but the tests look good.

cc @michaelansel @technicalpickles 
",277,True,en,2
1017,2,1,0,Externals,kristenmills,2015-08-04T00:30:29Z,8,1,1,3,"@michaelansel had mentioned that after #803 merged, I should write up something for patterns.md on command blacklisting on a per room basis which I had been working on. 
",170,True,en,0
1016,1,12,0,Externals,michaelansel,2015-07-31T19:44:34Z,8,1,2,0,"- Lots of documentation tweaks and new adapters #968 #971 #991 #993 #999 #1004 #1006 #1007 @MyvarHD @technicalpickles @jennifersmith @sdimkov @arcturial @jexe @geoffreyanderson
- Add a code of conduct #1005 @bkeepers 
- Add Listener Middleware #803 @michaelansel

All changes: https://github.com/github/hubot/compare/v2.13.2...release-v2.14.0

@github/open-source-hubot-maintainers 
",383,False,en,0
1012,2,6,2,Externals,alininja,2015-10-09T19:50:55Z,1,0,1,77,"Hi,

Thanks for such an amazing project.  :)

I was testing out a hubot installation that uses the let's chat adapter.  So I'm not sure if this change only applies to the let's chat adapter or if it is applicable to all adapters.  That also means, I'm not sure if this is the correct place to update the docs.

Anyways, I couldn't get hubot to ""hear"" my curl request using just the chat room name.  Instead I needed to pass the chat room token to it.

Sorry, if this document change is way off.

Thanks again!
",510,True,en,0
1011,1,1,0,Externals,sdimkov,2015-08-12T20:25:42Z,1,1,1,21,"Marks robot#respondPattern as public. See comments in https://github.com/github/hubot/pull/975 for details.
",108,True,en,0
1007,2,2,0,Externals,MyvarHD,2015-07-13T22:20:17Z,1,1,1,2,,0,False,en,0
1006,2,1,0,Externals,jennifersmith,2015-07-10T20:16:37Z,5,5,5,1,"Fixed a few broken links that I believe should point to docs/index.md

Note that I have not tested my changes as per [guidelines for contributing](CONTRIBUTING.md) as I just changed the text of an error message. Happy to do so if that is a problem ! Or you could just merge the other changes and I will be less lazy.

Thanks

Jen
",330,True,en,0
1005,1,1,0,Internals,bkeepers,2015-07-20T04:38:19Z,3,0,1,11,"We are intending to adopt the soon-to-be-announced [Open Code of Conduct](http://todogroup.org/opencodeofconduct) for all @github projects. This adds it to the contributing guidelines. Let me know if you have any questions or concerns.
",236,True,en,0
1004,2,3,1,Externals,sdimkov,2015-07-17T20:33:17Z,4,4,1,11,,0,False,en,0
1003,2,7,0,Externals,sdimkov,2015-08-24T15:03:08Z,5,7,3,50,"This PR enables passing alias to robot's constructor. It fixes #1002. It also does not disturb in any way any existing 3rd party code as it doesn't change the behavior of robot's constructor without the extra param being passed.

But why?
Because both Robot name and alias should be provided during creation of the robot. In the current design they can not be changed later and are hard-coded into every listener's regex. Therefore modifying alias or name after the robot is created is wrong and could cause problems.
",518,True,en,0
999,1,1,0,Externals,sdimkov,2015-07-02T02:37:09Z,1,0,1,0,,0,False,en,0
993,1,6,0,Externals,arcturial,2015-07-06T16:45:49Z,1,0,1,10,"I included a link to a library I developed that allows interacting with [Telegram](https://telegram.org/) using the [Telegram Bot API](https://core.telegram.org/bots/api).

The library used to connect to Telegram currently supports all the available calls.
",257,True,en,0
991,1,1,0,Externals,jexe,2015-06-24T22:26:22Z,1,0,1,0,"Adding per request - resolves #983
",35,True,en,0
986,6,12,17,Externals,michaelansel,2015-08-24T14:56:09Z,114,33,4,67,"I got annoyed with #871 and decided to rip out the refactor by itself.

Allow the creation of Listeners with custom match logic
Refactor to consolidate array manipulation logic

Known issue: Robot.hear still creates TextListeners. Eventually, I'd like to get that moved over to just a standard Listener with special match logic, but need to decide what to do with the potential interface changes.

**This introduces `Robot.listen` as a new public method**
",456,True,en,1
984,8,6,23,Externals,uugengiven,2015-08-24T15:21:25Z,63,55,3,69,"This is documentation for deploying Hubot on windows and onto azure. I'm not 100% sure I created the link to the azure documentation correctly.
",144,True,en,0
982,1,2,0,Internals,bkeepers,2015-06-20T13:36:29Z,1,4,1,4,"Closes #979 
",13,True,en,0
981,1,5,0,Externals,michaelansel,2015-06-12T20:50:01Z,8,2,2,0,"- Minor documentation updates #955 #974 #973 @praseodym @bhuga @Sing-Li 
- Add Robot.respondPattern private to improve testability https://github.com/github/hubot/pull/975 @michaelansel
- Ignore .node-version so it isn't included in releases https://github.com/github/hubot/pull/980 @jasonkarns 

cc @github/open-source-hubot-maintainers

Changes: https://github.com/github/hubot/compare/v2.13.1...release-v2.13.2
",414,False,en,0
980,1,1,0,Externals,jasonkarns,2015-06-12T01:38:23Z,1,0,1,0,"There is no .npmignore so npm will fallback to .gitignore to determine
which files to omit from the package.
",109,False,en,0
978,19,16,2,Externals,jasonkarns,2017-05-23T23:06:42Z,31,56,8,712,"This isn't really a merge-ready PR but mostly to illustrate what straight npm-scripts can do with much less configuration. I also find it more discoverable than a directory of shell scripts or make targets because an npm project _always_ has a package.json, and therefore npm-scripts are there by default. 
- scripts/bootstrap still remains, though it is largely unnecessary (all it does now is source .env files, which probably ought to be it's own npm utility and thus easily done directly in npm-scripts)
- bootstrap is run automatically before `test` and `start` scripts (via `pretest` and `prestart`)
- `start` is the old script/server
- `test` is the mocha test suite (script/test and make test)
- `clean` removes the lib directory (coffee-compiled JS); was the old make remove-js target
- `test:smoke` runs the smoke-test (was script/smoke-test)
- `release` is the old script/release. It's broken into three steps: prerelease (which does the npm-update and smoke-test); then 'release' via npm-version (bump/tag/commit); and finally postrelease (npm-publish and git-push). If any step fails, the subsequent steps are aborted.
- `compile` is the old generate-js make target
- `compile:watch` is the old make dev target (could easily be renamed but I think this is clearer)
- `package` is the old make package target

Other notes:
- npm-scripts provide tab completion (`npm run com<TAB>` -> `npm run compile`)
- `npm run` prints a list of all configured scripts for easy usage/help, showing what's available
- npm-scripts automatically prepend `node_modules/.bin` to `$PATH` so PATH manipulation is unnecessary
- npm-scripts support package.json introspection via environment variables that map directly to the package.json structure (e.g. `$npm_package_version`)
- npm-scripts support user/custom configuration with global and local `.npmrc` files that are quite useful. (i.e. configuring test reporters, for instance. so for example, mocha default reporter could be `spec`, but overridden on CI to `tap` while Rando Dev could configure theirs to be `dot`)
",2062,False,en,0
975,2,7,2,Externals,michaelansel,2015-06-10T22:49:26Z,64,90,2,0,"Pull the pattern building logic out so we can focus on testing just the resulting regex

This converts the tests added in #967 over to proper unit tests.

@sdimkov Can you eyeball these tests and confirm they still protect against regressions in #927? They appear to work correctly when I revert the merge, but extra :eyes: are always good.
",341,True,en,1
974,1,1,0,Internals,bhuga,2015-06-10T01:06:39Z,19,18,1,0,"Pretty unwieldy in there.
",26,True,en,0
973,1,1,0,Externals,Sing-Li,2015-06-09T21:56:25Z,1,0,1,0,,0,False,en,0
971,4,13,6,Externals,geoffreyanderson,2015-06-22T21:10:49Z,27,14,1,13,,0,False,en,0
970,6,9,1,Internals,bkeepers,2016-05-06T22:59:01Z,34,1,1,333,"Instead of going through and manually adding deprecations for individual scripts (/cc https://github.com/github/hubot-scripts/issues/1641), what if core prints a warning whenever it loads the deprecated scripts?

This will print the following warning after successfully loading scripts from `hubot-scripts.json:

```
Loading scripts from hubot-scripts.json is deprecated and will be removed in 3.0
(https://github.com/github/hubot-scripts/issues/1113). See https://hubot.github.com/docs/#scripts
to find a replacement for these scripts: [ 'alot' ]
```
",552,True,en,0
969,2,0,3,Internals,technicalpickles,2015-06-09T02:29:11Z,9,1,2,0,"- Fix documentation when running `hubot -c` to suggest correct usage of generator  cc @ta1kt0me  https://github.com/github/hubot/pull/938
- Fix respond listeners matching when robot alias is a substring of robot alias cc @sdimkov   https://github.com/github/hubot/pull/927 https://github.com/github/hubot/pull/967
- Update bin/hubot to log a warning if called with non-existent options cc @petedmarsh https://github.com/github/hubot/pull/931

cc @github/open-source-hubot-maintainers 
",485,False,en,0
967,1,1,0,Externals,sdimkov,2015-06-08T15:53:12Z,96,0,1,2,"Covers functionality of robot.respond. Provides regression check for bug described in #927

Please note that 1 of the 5 new tests fails in the current master. That is because there is bug that it highlights. Once #927 is applied all tests start passing again.

@technicalpickles @michaelansel 
",294,True,en,1
966,1,2,0,Internals,gjtorikian,2015-06-05T20:43:07Z,20,20,7,0,"Step one of a two step process to deal with https://github.com/github/hubot/issues/916.

Part two takes place on our website!
",126,True,en,0
964,2,0,0,Internals,technicalpickles,2015-06-05T19:39:54Z,13,1,2,0,"Featuring :sparkles: 
- https://github.com/github/hubot/pull/956 cc @bkeepers 
- https://github.com/github/hubot/pull/918 cc @ChrisLundquist 
- https://github.com/github/hubot/pull/926 cc @michaelansel 
- https://github.com/github/hubot/pull/929 cc @sdimkov 
- https://github.com/github/hubot/pull/935 cc @jcbantuelle 
- https://github.com/github/hubot/pull/947 cc @pauliwang
- https://github.com/github/hubot/pull/942 cc @adamgross42
- https://github.com/github/hubot/pull/944 cc @adamgross42 
- https://github.com/github/hubot/pull/951 cc @pdehaan 
- https://github.com/github/hubot/pull/959 cc @bkeepers 
- https://github.com/github/hubot/pull/945 cc @adamgross42
- https://github.com/github/hubot/pull/961 cc @bkeepers 
- https://github.com/github/hubot/pull/962 cc @bkeepers 
- https://github.com/github/hubot/pull/903 cc @michaelansel 
- https://github.com/github/hubot/pull/884 cc @michaelansel 
",903,False,xh,0
962,1,1,0,Internals,bkeepers,2015-06-05T17:42:41Z,7,14,1,0,"Just a minor doc update to make the ouptut of `hubot help` match the latest version since some scripts have been removed.
",122,True,en,0
961,1,1,0,Internals,bkeepers,2015-06-04T20:25:43Z,1,2,1,0,"`@robot` is not defined until `super` is called.
",49,True,en,0
959,1,1,0,Internals,bkeepers,2015-06-04T01:44:48Z,1,1,1,0,"Link changed in https://github.com/github/hubot/pull/881
",57,True,en,0
956,14,2,13,Internals,bkeepers,2015-06-05T19:28:20Z,27,71,3,2,"This is the beginning of documenting NPM as the preferred way to find scripts. This is my first hubot rodeo, so I'd love :eyes: and suggestions.

Fixes: #901 

/cc https://github.com/hubot-scripts/packages/issues/60
",216,True,en,0
955,1,9,4,Externals,praseodym,2015-06-10T22:14:44Z,27,2,2,9,"Many Linux distros are moving to systemd, and since it's pretty easy to configure, I thought I'd be nice to add an example to docs.
",132,True,en,0
951,1,2,0,Externals,pdehaan,2015-06-01T18:13:37Z,1,6,1,8,"specifying the type and URL is deprecated:

https://docs.npmjs.com/files/package.json#license
http://npm1k.org/
",112,True,en,0
947,1,0,0,Externals,pauliwang,2015-05-26T16:33:27Z,1,1,1,5,"Adding missing verb
",20,True,nl,0
945,1,1,0,Externals,adamgross42,2015-06-04T15:16:51Z,2,2,1,17,,0,False,en,0
944,1,0,0,Externals,adamgross42,2015-05-26T17:18:14Z,1,1,1,8,"`/guide.html` gives an error.
",30,True,en,0
942,1,0,0,Externals,adamgross42,2015-05-26T17:17:57Z,1,1,1,9,"Since both of these links end up at https://github.com/github/hubot-scripts, let's change the second one to point to https://github.com/hubot-scripts since those aren't linked right now, and that's where the newer scripts are.
",227,True,en,0
938,1,1,2,Externals,ta1kt0me,2015-06-08T15:50:00Z,1,0,1,30,"According to master's hubot/docs/index.md

> % mkdir myhubot
> % cd myhubot
> % yo hubot
",89,True,en,0
935,1,3,0,Externals,jcbantuelle,2015-05-14T19:16:18Z,1,0,1,6,"When sending post data via JSON, not all servers will properly parse this by default. Explicitly providing the Content-Type header is more robust.
",147,True,en,0
931,1,1,0,Externals,petedmarsh,2015-06-08T15:55:01Z,3,0,1,39,"Previously the bin/hubot script would silently ignore options it was passed that it didn't know about. So the following would start hubot:

```
hubot --adaptor something
```

but wouldn't load the specified adapter as _--adaptor_ not _--adapter_ was passed as an option. There was no feedback to indicate that the option was unknown so a small mistake like this could lead to some frustrating debugging.

This changes bin/hubot to log a warning to the console if an unknown option is specified.

This could be more strict and stop hubot from starting at all if an unknown option has been passed, but that has the potential to break existing installations.
",656,True,en,0
929,1,1,0,Externals,sdimkov,2015-04-28T14:37:09Z,1,1,1,0,,0,False,en,0
927,1,6,0,Externals,sdimkov,2015-06-08T15:52:56Z,2,1,1,42,"This pull request fixes a rare bug with respond regex.

When hubot is started with an alias that is a substring of the robot's name weird things happen. Messages addressing the robot via his name can get matched by alias and the remaining chars from the name are being appended to the pattern. That breaks some hubot scripts.

For example the plugin hubot-auth has the following respond regex:
`robot.respond /@?(.+) ha(s|ve) ([""'\w: -_]+) role/i, (msg) ->`
So if we start hubot like this:
 `./bin/hubot --name william --alias will`
and try to give John a developer role

```
william> william john has developer role
Shell: iam john does not exist
william>
```

we will get surprised that Hubot can't find John because it looks for ""iam John"" where ""iam"" is a left-over from the robot name.
",791,True,en,0
926,1,1,0,Externals,michaelansel,2015-04-27T17:40:56Z,2,0,1,4,,0,False,en,0
918,1,4,0,Externals,ChrisLundquist,2015-04-10T21:02:25Z,1,1,1,0,,0,False,en,0
915,1,0,0,Internals,technicalpickles,2015-04-03T21:47:35Z,8,1,2,0,"Featuring:
- Update documentation to use `res` instead of `msg` cc https://github.com/github/hubot/pull/888 @geoffreyanderson
- Bump scoped-http-client from 0.10.0 to 0.10.3 cc https://github.com/github/hubot/pull/908 @keithduncan 
- Eliminate ""connect deprecated multipart"" and ""connect deprecated limit:"" warnings  cc https://github.com/github/hubot/pull/899 https://github.com/github/hubot/issues/914 @Taytay 
",413,False,en,0
914,2,3,0,Internals,technicalpickles,2015-04-03T21:31:43Z,6,4,2,0,"This addresses some of my comments in https://github.com/github/hubot/pull/899 , primarily about maintaining backwards compatability.

This uses the connect-multiparty middleware, and sets a default to 100mb, like connect.multipart used to. I also preserved the order of middleware that connect.bodyParser implied.

cc @Taytay @cbelsole
",337,True,en,0
908,1,1,0,Internals,keithduncan,2015-04-03T21:34:49Z,1,1,1,9,"/cc @technicalpickles for review
",33,True,en,0
906,1,0,0,Internals,technicalpickles,2015-03-23T19:42:47Z,1,1,1,0,"Should be msg.reply not robot.respond. First spotted this in https://github.com/github/generator-hubot/pull/36/files#r26430011

cc @geoffreyanderson 
",150,True,en,0
905,1,0,0,Internals,technicalpickles,2015-03-23T19:30:27Z,1,0,1,0,"Closes https://github.com/github/hubot/issues/896
",50,True,en,0
903,3,5,4,Externals,michaelansel,2015-06-05T19:08:45Z,467,1,2,74,"Another batch of tests covering:
- Robot: listener registration (complete)
- Robot: script loading (incomplete, just `loadFile`)
- Brain: everything (complete)
",160,False,en,2
