pull_request,number_of_commits,number_of_comments,number_of_reviews,user_type,user_login,merged_at,number_of_additions,number_of_deletions,number_of_files_changed,number_of_days,message,number_of_characters,second_line_is_blank,language,number_of_test_files
9518,1,1,0,Externals,TingPing,2017-05-19T15:44:56Z,4,0,1,1,Ideally this will become the default as `gvfs-trash` is deprecated and nothing more than a wrapper to `gio` but at least allow easily opting into the modern method.,164,False,en,0
9516,1,0,0,Internals,kevinsawicki,2017-05-18T00:11:03Z,7,4,1,0,"This spec failed on CI once:

```
not ok 471 webContents module getOSProcessId() returns a valid procress id
  AssertionError: superior to 0
      at Context.<anonymous> (C:\Users\electron\workspace\electron-win-x64\spec\api-web-contents-spec.js:334:7)
```

Wait until load finishes before asserting the PID of the renderer process.",340,True,en,0
9514,1,0,0,Internals,kevinsawicki,2017-05-17T22:25:15Z,7,0,1,0,Backport https://github.com/electron/electron/pull/9476 to 1.6.x so the linux specs are green there.,100,False,en,0
9513,1,0,0,Internals,kevinsawicki,2017-05-17T23:58:12Z,1,1,1,0,This URL was updated a bunch of other places in https://github.com/electron/electron/pull/7881 but this one was missed.,119,False,en,0
9508,1,0,0,Internals,kevinsawicki,2017-05-17T17:51:42Z,2,2,2,0,"Pulls in the following:

- https://github.com/electron/libchromiumcontent/pull/291
- https://github.com/electron/libchromiumcontent/pull/293",143,True,en,0
9507,7,2,9,Externals,rreimann,2017-05-22T21:34:35Z,51,18,4,5,"Suppress dispatching pdf resource requests to the native pdf viewer if plugins are disabled in `BrowserWindow.webPreferences` as suggested by @deepak1556 in https://github.com/electron/electron/issues/9412#issuecomment-300208701.

Note to the reviewer(s):
Since i've no clue about writing C++ code i tried to keep the changes as small as possible and skipped the following potential improvements:
* `web_contents_getter.Run()` is now called twice during the request at [ShouldInterceptResourceAsStream](https://github.com/rreimann/electron/blob/2f08b55a8a21cdc6a340ec663afcb79b6f48b6fc/atom/browser/atom_resource_dispatcher_host_delegate.cc#L128) and at [OnPdfResourceIntercepted](https://github.com/rreimann/electron/blob/2f08b55a8a21cdc6a340ec663afcb79b6f48b6fc/atom/browser/atom_resource_dispatcher_host_delegate.cc#L69). If i'd known the required syntax i would have called it just once and passed the resulting `WebContents` to `OnPdfResourceIntercepted`

* After adding `IsPluginsEnabled` to the existing methods `IsSandboxed` and `UsesNativeWindowOpen` there are now [three methods](https://github.com/rreimann/electron/blob/2f08b55a8a21cdc6a340ec663afcb79b6f48b6fc/atom/browser/web_contents_preferences.cc#L202-L246) that seem widely redundant. I did't know if the preexisting redundancy was intentional so i didn't try to extract a common method for all of them.

Fixes #9412",1392,True,en,0
9505,2,3,1,Externals,tarruda,2017-05-17T18:19:25Z,106,5,7,0,,0,False,en,0
9499,1,0,0,Internals,kevinsawicki,2017-05-17T18:07:21Z,1,1,1,0,"This pull request cherry-picks 3 commits from node that were released in 7.6 and 7.8.

This makes https requests via node behave the same as Chrome in terms of rejecting certs from StartCom/WoSign.

This was addressed in Node 7.6 but Electron 1.6.x still runs on Node 7.4.

### Before

<img width=""798"" alt=""screen shot 2017-05-16 at 4 38 55 pm"" src=""https://cloud.githubusercontent.com/assets/671378/26132677/bc7bb61a-3a56-11e7-9b98-005cc1f41bac.png"">

### After

<img width=""794"" alt=""screen shot 2017-05-16 at 4 40 16 pm"" src=""https://cloud.githubusercontent.com/assets/671378/26132676/bc7ad308-3a56-11e7-8f3e-c54ad0d1a8dc.png"">

### Background

* https://security.googleblog.com/2016/10/distrusting-wosign-and-startcom.html
* https://wiki.mozilla.org/CA:WoSign_Issues

### Commits

* https://github.com/nodejs/node/commit/5e98e34648e2e1924fb0b5de0ef811a790dc8f50
* https://github.com/nodejs/node/commit/7af03ba3f67ae2074701fe2af66ddbbf968b8d5d
* https://github.com/nodejs/node/commit/a64aa442c18e7ea498bb9a03d150a5e0a56be509

/cc @ikkisoft


Refs https://github.com/nodejs/node/pull/9469
Fixes  #9457 ",1134,True,en,0
9491,1,1,0,Externals,iamkun,2017-05-16T17:13:52Z,1,1,1,0,"In Documentation Translations - Simplified Chinese Section, the link to mac os debug instruction was broken.

[document link](https://github.com/electron/electron/tree/master/docs-translations/zh-CN#开发) 

[previous broken link](https://github.com/electron/electron/blob/master/docs-translations/zh-CN/development/debug-instructions-macos.md) 

I replaced with the new link [here](https://github.com/electron/electron/blob/master/docs-translations/zh-CN/development/debugging-instructions-macos.md).",508,True,en,0
9489,2,3,0,Externals,paulinaika,2017-05-16T17:13:30Z,263,1,3,0,,0,False,en,0
9486,13,3,4,Externals,juturu,2017-05-26T16:28:22Z,186,36,9,10,"- [x] TODO: Need to deprecate getAppMemoryInfo. What is the process of deprecation?

New API getAppMetrics will return something like below
```
    {  
      ""memory"":{  
         ""workingSetSize"":64920,
         ""peakWorkingSetSize"":0,
         ""privateBytes"":21300,
         ""sharedBytes"":68552
      },
      ""cpu"":{  
         ""percentCPUUsage"":0,
         ""idleWakeupsPerSecond"":0
      },
      ""pid"":85123,
      ""type"":""Tab""
   },
   {  
      ""memory"":{  
         ""workingSetSize"":78604,
         ""peakWorkingSetSize"":0,
         ""privateBytes"":17488,
         ""sharedBytes"":84520
      },
      ""cpu"":{  
         ""percentCPUUsage"":0.40786608393219276,
         ""idleWakeupsPerSecond"":0
      },
      ""pid"":85092,
      ""type"":""GPU""
   },
   {  
      ""memory"":{  
         ""workingSetSize"":77032,
         ""peakWorkingSetSize"":0,
         ""privateBytes"":29612,
         ""sharedBytes"":80568
      },
      ""cpu"":{  
         ""percentCPUUsage"":0.7511017533585603,
         ""idleWakeupsPerSecond"":4
      },
      ""pid"":85091,
      ""type"":""Browser""
   }
```",1114,True,en,0
9484,11,3,2,Internals,zeke,2017-05-16T17:15:30Z,29,23,8,0,"This PR cherry picks some fixes to the API docs, the docs linter, and the typescript generator to bring 1.6's `electron.d.ts` file up to snuff.

🍒 

cc @kevinsawicki ",173,True,en,0
9483,3,0,0,Internals,kevinsawicki,2017-05-15T21:01:00Z,7,11,4,0,"Follow on to #9222 

* Return `base::ProcessId` typedef instead of `int`
* Assert pid is 0 for `webContents` with no URL
",125,True,en,0
9481,3,1,0,Externals,djpereira,2017-05-15T19:23:29Z,21,6,1,0,"1. Change deprecated webkitGetUserMedia for MediaDevices.getUserMedia.
1. Fix constraints for audio sharing",108,False,en,0
9480,1,0,0,Externals,poiru,2017-05-15T18:57:31Z,2,2,1,0,,0,False,en,0
9476,1,0,0,Internals,kevinsawicki,2017-05-15T19:19:01Z,7,0,1,0,Having some internal issues with our CI where any process crashing fails the build so this pull request disables the crash reporter specs on Linux CI until this issue is resolved to get the build green again.,208,False,en,0
9473,12,2,0,Internals,kevinsawicki,2017-05-16T22:38:08Z,55,1037,18,1,"Enables node inspector agent when `--inspect`/`--inspect-brk` is specified so you can debug the the main process from chrome://inspect

![inspect](https://cloud.githubusercontent.com/assets/671378/26068341/0557efee-3952-11e7-8fbe-f4abbdc7012b.gif)

Fixes #6634 ",265,True,en,0
9470,1,1,0,Externals,MarshallOfSound,2017-05-15T15:47:09Z,2,0,1,0,Fixes #9469,11,False,en,0
9468,4,4,0,Externals,tonyganch,2017-06-05T21:47:50Z,28,12,2,21,"This should fix #9296.
Test repo: https://github.com/tonyganch/electron-quick-start/tree/history-regression

**TL;DR:** Current implementation of NavigationController does not allow using
`history.pushState()` if page url is not changed.
I think it worked by mistake in versions < 1.3.6 and got visible after fix 180a77e6.

**The issue:** live.com website uses `history.pushState()` and `history.back()` to navigate between different views of login form. Click on ""Sign in"" button calls `history.pushState({viewId: viewId}, '')` and click on ""Back"" button calls `history.back()`.
On `history.pushState()` NavigationController checks if the url of the page has changed and if not, then it doesn't push new state to history, meaning that `history.pushState()` called from js does absolutely nothing.
When the page then tries to call `history.back()`, NavigationController checks if the history is empty, sees that it is and does nothing (which makes sense).

Electron has its implementation of NavigationController which was introduced by this commit: 0143a4548869c1e8201ef3c3b6c2e098d5dd5140.
You can see that on line 19 we added the check if the page has the same url or a new one:
https://github.com/electron/electron/commit/0143a4548869c1e8201ef3c3b6c2e098d5dd5140#diff-35a86eec0f3148dfbe7621bd8f9bab7cR19
I don't see such check in previous code which makes me think that maybe it was introduced by mistake?

Commit after which everything ""broke"" is 180a77e6, but i honestly think that it just made the situation obvious and the things didn't work properly even before that.",1592,False,en,0
9460,2,1,0,Externals,poiru,2017-05-14T11:17:13Z,9,9,3,0,"These are needed for electron/electron-docs-linter#95.

cc @zeke @MarshallOfSound ",84,True,en,0
9450,1,2,0,Externals,akost,2017-05-12T21:16:17Z,5,5,1,0,Fixed capitalization and punctuation in /ru-RU/README.md,56,False,en,0
9448,1,1,0,Externals,xaverh,2017-05-12T16:48:14Z,1,0,1,0,Added a link to the clang-format extension for Visual Studio Code.,66,False,en,0
9440,3,1,0,Externals,brenca,2017-05-17T08:14:27Z,28,8,4,5,"I've re-added the removed `GetSizeForNewRenderView` method since it is now required to initialize the size of OSR views (otherwise html pages won't see a proper window size, and will not render properly initially). I only saw this happening once I started testing a bit more with the release build, so this is why I didn't include this commit in the - now merged - PR.

Also fixes a scale factor change in the compositor affecting high DPI Macs.",447,True,en,0
9436,2,1,0,Internals,kevinsawicki,2017-05-15T15:47:53Z,0,16,3,3,"Looks like the old v8 debugger protocol was removed in v8 5.8, https://github.com/nodejs/node/issues/9789 and the debug agent of node was also removed in https://github.com/nodejs/node/pull/12197.

Right now running `electron --debug` is crashing since there is no debug context available from v8 and so it fails when assigning the context to the node env.

This pull request removes the use of the `NodeDebugger` class to stop this crash from happening.

This would be a stopgap solution until we can ship support for `--inspect`/`--inspect-brk` via #6634.

I've left the classes in there for now, they are just no longer created on startup.

Refs https://github.com/nodejs/node/issues/11421
Refs https://github.com/nodejs/node/pull/12197

Closes #9434",766,True,en,0
9435,4,2,0,Internals,kevinsawicki,2017-05-15T18:09:38Z,15,1,4,4,"simply parse the command line arguments and pass to `net::HttpCache::DefaultBackend`

Refs https://github.com/electron/brightray/issues/290
Ported over from https://github.com/electron/brightray/pull/291

/cc @cjld",219,True,en,0
9432,1,1,0,Externals,MarshallOfSound,2017-05-11T15:43:12Z,2,0,1,0,,0,False,en,0
9430,2,5,0,Externals,suryast,2017-05-12T15:48:51Z,85,0,2,1,,0,False,en,0
9429,2,0,0,Internals,zeke,2017-05-11T07:03:26Z,3,1,1,0,"This PR updates `electron-typescript-definitions` to a new version that includes `@types/node` as a dependency and runs additional `tsc` checks on `electron.d.ts`

I've also added two new npm scripts. Their purpose is to make it easier for folks to hack on Electron's API docs and preview the resultant `electron.d.ts` without intimate knowledge of the tooling.

cc @shiftkey @MarshallOfSound @poiru 

Related:

- https://github.com/electron/electron-typescript-definitions/issues/39
-  https://github.com/electron/electron-typescript-definitions/pull/41
- https://github.com/electron/electron-typescript-definitions/issues/43
- https://github.com/electron/electron-typescript-definitions/pull/45",707,True,en,0
9427,1,1,0,Externals,MarshallOfSound,2017-05-10T23:30:04Z,1,1,1,0,/cc @kevinsawicki @zeke ,24,False,hu,0
9425,3,1,0,Internals,kevinsawicki,2017-05-10T23:25:18Z,6,6,2,0,Covers a few of the things mentioned in https://github.com/electron/electron-typescript-definitions/issues/39,109,False,en,0
9423,250,0,0,Internals,kevinsawicki,2017-05-11T15:35:41Z,13547,82,168,0,"This pull imports the source code from https://github.com/electron/brightray into this repository.

Brightray started as a submodule/separate codebase because it was planned to be used by other projects but this never really panned out and so having it separated has no benefit to Electron, makes contributions more difficult, and makes Chrome upgrades more complicated.

This pull request includes the original history so blame/log/etc. should work still.

You can browse the imported history from https://github.com/electron/electron/tree/brightray-import/brightray

/cc @electron/maintainers 

## After Merging

- [x] Migrate brightray pull requests to this repository
- [x] Move brightray to electron-archive organization
",740,True,en,0
9415,1,0,0,Internals,zeke,2017-05-09T23:52:39Z,1,4,2,0,"As of 1.2.0, `electron-typescript-definitions` lints its own output.

https://github.com/electron/electron-typescript-definitions/pull/38

cc @MarshallOfSound @kevinsawicki ",177,True,en,0
9408,1,1,0,Externals,Hum4n01d,2017-05-09T15:57:04Z,4,4,1,0,It was previously inconsistent,30,False,en,0
9404,1,4,0,Externals,tom-james-watson,2017-05-16T19:39:23Z,2,2,1,8,"Potentially this is a bug and not intended functionality (in my case it is useful), but passing a custom array of `buttons` into `dialog. showMessageBox` will mean that the process is no longer blocked by the dialog. I've updated the documentation to make this explicit.

I have also opened https://github.com/electron/electron/issues/9405 with a suggestion to add a new parameter to make blocking/non-blocking more explicit.

[ci skip]",440,True,en,0
9400,1,1,0,Externals,brianzelip,2017-05-08T15:57:50Z,2,2,1,1,[ci skip],9,False,pl,0
9397,18,9,4,Externals,juturu,2017-05-19T17:58:11Z,159,19,16,12,,0,False,en,0
9396,1,0,0,Externals,drulm,2017-06-26T05:48:45Z,2,2,1,50,"…ptions to prevent error on display.

In reference to #9361, Math.ceil()'ed the height and width parameters. Tested on Ubuntu 16.04 as working. 

## Proposed solution:
in /lib/browser/api/web-contents.js

```
// Translate the options of printToPDF.
WebContents.prototype.printToPDF = function (options, callback) {
...
      printingSetting.mediaSize = {
        name: 'CUSTOM',
        custom_display_name: 'Custom',
        // Add Math.ceil() to page height and width.
        height_microns: Math.ceil(pageSize.height),
        width_microns: Math.ceil(pageSize.width)
      }
```
",605,True,en,0
9389,2,6,2,Externals,tarruda,2017-05-17T07:20:27Z,106,5,7,11,"This is required to ensure page reloads are handled properly.

Close #9387",76,True,en,0
9388,2,0,0,Internals,zeke,2017-05-08T22:42:10Z,3,1,1,3,"This is a followup to https://github.com/electron/electron/pull/7857 that passes config to `tslint`. Without it, the create-dist process will print a bunch of warnings and exit nonzerø. 🔥

cc @kevinsawicki @MarshallOfSound ",229,True,en,0
9385,1,1,0,Externals,sergeysova,2017-05-05T17:34:07Z,1,0,1,0,,0,False,en,0
9383,1,1,0,Externals,johangp,2017-05-05T15:11:49Z,1,1,1,0,"Google Chrome isn't an open source project. Chromium is an open source project, so I think that is more precise say ""and is used in Chromium, the open source browser from Google"" or something like these.",203,False,en,0
9381,1,1,0,Externals,juturu,2017-05-05T23:03:26Z,8,9,2,0,"CPU Usage was returning zero always as metrics object was created every time from API. CPU usage saves the last time GetCPUUsage method was invoked to calculate the kernel/user time.

Converting to getCPUUsage API to be instance method.",238,True,en,0
9373,8,3,11,Externals,juturu,2017-05-04T22:30:20Z,90,0,6,0,,0,False,en,0
9360,3,6,0,Externals,deepak1556,2017-05-11T23:01:15Z,48,4,3,8,"Service worker registration requires a successful response code https://cs.chromium.org/chromium/src/content/browser/service_worker/service_worker_write_to_cache_job.cc?l=285, until https://bugs.chromium.org/p/chromium/issues/detail?id=688481 gets landed we have to provide a default success response code.

Fixes https://github.com/electron/electron/issues/9354",364,True,en,0
9358,1,4,0,Externals,deepak1556,2017-05-18T16:58:06Z,106,76,5,15,"Race between destruction of source and sink buffers caused UAF crash. This PR changes the way data is passed from the fetcher to request job.

~~Depends on https://github.com/electron/brightray/pull/293~~

Fixes #9342 ",222,True,en,0
9353,1,1,0,Externals,kainjow,2017-05-02T16:08:07Z,1,1,1,0,,0,False,en,0
9348,1,1,0,Externals,tsekityam,2017-05-04T18:32:12Z,1,1,1,2,"The translation of `license` should not be `憑證`.
`憑證` means certificate but not license in Chinese.

For example, [Symantec](https://www.symantec.com/zh/tw/security_response/glossary/define.jsp?letter=d&word=digital-certificate) translated `digital certificate` as `數位憑證`; [Chrome Support](https://support.google.com/chrome/a/answer/3505249?hl=zh-Hant) used the teams `憑證授權單位` and `SSL 憑證` to describe `CA` and `SSL Certificate`. These are all proving that the word `憑證` is commonly used in the translation of `certificate`, but not `license`

I googled for a while, and found that the team `授權條款` is commonly used to describe `license` in Traditional Chinese. The user of the translation `授權條款` includes governments ([Taiwan Government](https://www.tipo.gov.tw/ct.asp?xItem=365132&ctNode=6885&mp=1), [Hong Kong government](http://www1.itfest.gov.hk/sc/event/supplements/0415_BIP_Asia_Seminar_Series_%28eDM%29.pdf)), communities ([Open Source Hong Kong](https://freehkfonts.opensource.hk/download/) and [OpenFoundry](https://www.openfoundry.org/of/download/openlegal/Analyses_and_applying_policies_of_FOSS_licenses_2parts_2/20131118_d.pdf)), and businesses ([Google](https://www.google.com/intl/zh-TW/chromebook/termsofservice.html)).

So I suggest we should use `授權條款`, which has been widely adopted  as translation of `license`, instead of a wrong translation `憑證`.",1438,False,en,0
9344,1,1,0,Externals,rafbm,2017-05-04T18:31:32Z,75,72,1,2,"I’m not sure where the locale list from the [original commit](https://github.com/electron/electron/pull/6324/commits/bbaab9b35536691ad4c8effab147c8797e629fbe) came from, but it clearly wasn’t copied from `l10n_util`. It was missing Spanish, Portuguese, Polish, Vietnamese, to name a few…

This commit overwrites the whole list with [`l10n_util` as-is](https://github.com/adobe/chromium/blob/61cfc2b0a8508649bf99c5f842d8184fc35e8a01/ui/base/l10n/l10n_util.cc#L41-L175).",476,True,en,0
9343,8,5,6,Externals,xaviergonz,2017-09-14T06:50:14Z,45,14,3,135,"Basically, there's no way for OSX child windows to be hidden if they are added to a parent. To fix this child windows will be attached when they are shown and detached when they are hidden. This however does not modify the public api (getParentWindow() and getChildWindow()), since the relationship is properly kept on the NativeWindow.

This fixes #8836 ",357,True,en,0
9338,2,1,0,Externals,mcizol,2017-05-04T21:14:22Z,12,12,7,3,"I will update all links to turkish community with auto invite link, this is better. ",84,False,en,0
9333,2,1,0,Externals,tarruda,2017-05-04T21:17:44Z,120,45,7,3,Also added a test to verify something like #9191 won't happen again.,68,False,en,0
9331,2,2,1,Externals,22222,2017-05-11T16:04:40Z,88,17,9,10,"This change is based on my [comment in issue 2579](https://github.com/electron/electron/issues/2579#issuecomment-297879503).  I have very little experience with the Electron code, so I hope that ""help/beginner"" tag still applies.


Restructure
===========
The biggest part of this change is getting access to the event emitting methods of the `atom::api::WebContents` class from the `atom::AtomJavaScriptDialogManager` class.  That requirement led me to shuffling around a couple dependencies.

I based the changes to `atom::AtomJavaScriptDialogManager` on the existing `atom::BluetoothChooser` class: have a constructor that accepts an `api::WebContents*` object, save a reference to it, and use its `Emit` method later.

The second part of that change is in constructing the `atom::AtomJavaScriptDialogManager` object.  Right now creating and managing that `dialog_manager` object happens in the `atom::CommonWebContentsDelegate` base class, which isn't ideal for this change since it doesn't have access to any of the Emit methods.  So I moved that (including all references to `atom::AtomJavaScriptDialogManager`) into the `atom::api::WebContents` class.

One thing that makes me a little nervous about that change is this comment from `common_web_contents_delegate.h`:

```cpp
  // The stored InspectableWebContents object.
  // Notice that web_contents_ must be placed after dialog_manager_, so we can
  // make sure web_contents_ is destroyed before dialog_manager_, otherwise a
  // crash would happen.
  std::unique_ptr<brightray::InspectableWebContents> web_contents_;
```

The `dialog_manager_` field is in a subclass now, so it should still be destroyed before `web_contents_` field.  But this change does affect the destruction order, so if there are any other dependencies on the destruction order then it's possible that some other problem could come from this.


Reloads
=======
One additional piece of information that the `RunBeforeUnloadDialog` method has is an `is_reload` flag.  The Chromium browser uses that to choose a different title for the confirmation dialog if the unload is for a reload (`Do you want to reload this site?` instead of `Do you want to leave this site?`).

Originally I planned to make that `is_reload` flag available in the new `will-prevent-unload` event.  But in my testing the flag was always false, even for a reload (using the reload menu option from the default app).  So at least for now, I left the `is_reload` flag out since it would be misleading to provide it if it doesn't work, and it would probably be possible to add later if there's a demand for it.",2638,True,en,0
9322,3,3,0,Internals,kevinsawicki,2017-05-01T17:44:15Z,53,5,2,2,"This pull request switches the debugger to parse protocol messages using `v8::JSON::Parse` instead of `base::JSONReader::Read`.

`base::JSONReader::Read` has strict range parsing of escape characters and is currently failing to parse the following debug protocol message:

```json
{""id"":2,""result"":{""body"":""\uFFFF"",""base64Encoded"":false}}
```

Fixes #9257",363,True,en,0
9315,3,7,0,Externals,MarshallOfSound,2017-05-04T21:16:29Z,21,5,3,6,Fixes #9298,11,False,en,0
9314,1,0,2,Externals,tarruda,2017-05-01T06:49:13Z,1,3,2,3,"The RemoteObjectFreer class is keeping the context alive even when the window is
closed. For electron applications that use sandbox, this will cause a memory
leak every time a new window is created with `window.open`.

Close #9191",234,False,en,0
9310,2,1,0,Externals,neilstuartcraig,2017-04-27T21:23:13Z,10,0,1,0,Add a simple example of running the example code as it might not be obvious to people who've not used Electron. Hopefully it makes sense :-),140,False,en,0
9301,4,0,0,Internals,kevinsawicki,2017-05-01T15:57:57Z,59,1,3,4,This helper is a better implementation than the current string checks and is used from the `canAcccessWindow` helper.,117,False,en,0
9299,1,0,0,Internals,kevinsawicki,2017-04-26T20:03:46Z,2,2,1,0,Just a couple,13,False,en,0
9292,1,1,6,Externals,22222,2017-05-09T16:06:27Z,81,0,4,13,"This would be an addition to the changes in #8724 to handle cases where the navigation is cancelled.

I'm not completely sure that overriding the `BeforeUnloadDialogCancelled` method is the best way to handle this, or if there's more that should be cleaned up.  This fixes the one case I was testing for (#8911) and doesn't break any unit tests (at least when I run them), but I didn't do much other testing to see if there are any other negative side-effects.

And this is my first time even looking at the Electron source code, so don't make any assumptions that I know what I'm doing here.

Fixes #8911",611,True,en,0
9290,2,0,0,Internals,kevinsawicki,2017-04-26T20:02:54Z,9,1,2,0,"Similar to #9252 and #9286, another case of bad input causing a main process error when the error should be thrown in the render process to match chrome's behavior and make the issue easier to diagnose.",202,False,en,0
9289,2,0,0,Internals,kevinsawicki,2017-04-26T19:36:51Z,12,0,2,0,"Specifying a features string of `webPreferences=` would previously throw an uncaught main process exception since that options key is assumed to be an object.

This pull request prevents it from being set since the feature string isn't intended to support setting objects directly anyway. This does not change the behavior of setting other window options or web preferences from the features string.",401,True,en,0
9287,2,2,0,Internals,kevinsawicki,2017-04-26T17:47:22Z,24,4,2,0,Using an object for this mapping causes errors to be thrown if the frame name matched a built-in object property (like `__proto__`). Now it uses a `Map` which supports all frame names.,184,False,en,0
9286,4,0,0,Internals,kevinsawicki,2017-04-26T17:12:22Z,29,4,2,0,"Follow on to #9252, throw errors converting arguments to strings in the renderer process instead of the main process.",117,False,en,0
9279,1,0,0,Internals,kevinsawicki,2017-04-25T19:55:59Z,47,43,3,1,"This pull request extracts the multiple script tags in  `default_app` to a single `renderer.js` script.

- Removes lots of JS lint since `index.html` wasn't being linted
- Makes the default app more consistent with the quick start app
- Variables no longer leak into global context",285,True,en,0
9278,2,0,0,Internals,kevinsawicki,2017-04-26T16:08:25Z,15,1,2,1,"This pull request update the renderer `init.js` script to disable node integration in `chrome-devtools` URLs.

The `inspector.js` script seems to only depend on `require` which will be available when node integration is disabled since the script is `require`-ed directly in `init.js`.

Tested this change manually and the dialog and menu still appeared in the dev tools.
",376,True,en,0
9273,1,1,0,Externals,alespergl,2017-04-24T15:48:45Z,2,2,1,0,Ref. #8384,10,False,en,0
9269,22,19,16,Externals,MarshallOfSound,2017-05-31T08:21:05Z,438,25,22,37,"This is a WIP of extracting the Notification logic that hooks into the Chromium notification model in the renderer process to a simpler API to use from the main process.  It also adds a few extras like inline replies on macOS.

An example of what this API looks like (at least currently on macOS)

```js
const n = new Notification({
  title: 'Hello World',
  body: 'This is the long and complicated body for this notification that just goes on and on and on and never really seems to stop',
  silent: true,
  icon: '/path/to/ninja.png',
  hasReply: true,
  replyPlaceholder: 'Type Here!!'
});

n.on('show', () => console.log('showed'));
n.on('click', () => console.info('clicked!!'));
n.on('reply', (e, reply) => console.log('Replied:', reply));

n.show();
```

Currently just supports macOS and Windows, this is just to get some early implementation feedback 👍 

Platform Support Status:
* [x] - macOS
* [x] - Windows 10
* [x] - Windows 8
* [x] - Windows 7
* [x] - Linux

TODO:
* [x] - Set NativeImage as the Toast icon on Windows
* [x] - ~Explore Windows 10 inline reply possibility~ *Not required for the first merge*
* [x] - Test code works on Windows 8
* [x] - Port the new Windows 7 code (maybe don't even port it, just include and see if we can get it working)
* [x] - Linux 😄 (Would be great if I could get some help with this though I'm sure I'll figure it out eventually)
* [x] - ~Duration on platforms that support it~ *Not required for the first merge*
* [x] - ~Sticky (permanent) on platforms that support it~ *Not required for the first merge*

Fixes #3359

**Note:** This API is marked as Experimental in the docs 👍 ",1681,True,en,0
9262,1,1,0,Externals,ArcticZeroo,2017-04-24T15:48:20Z,1,1,1,1,Fix the most horrible typo of all time,38,False,en,0
9255,3,0,0,Internals,kevinsawicki,2017-04-24T17:26:01Z,26,3,2,2,"Previously the error was wrapped up as an event object which meant its `stack` and `message` properties were stripped from it when transferred over the `remote` module.

Now it is emitted directly as an `Error` object which keeps all its standard property descriptors.

/cc @joshaber ",288,True,en,0
9254,5,4,2,Externals,juturu,2017-04-24T19:02:05Z,24,0,7,2,,0,False,en,0
9253,1,0,0,Internals,kevinsawicki,2017-04-24T16:47:05Z,10,9,1,2,"There is a flaky spec on CI that is timing out and possibly crashing:

```
not ok 677 <webview> tag nodeintegration attribute loads node symbols after POST navigation when set
  Error: Timeout of 180000ms exceeded. For async tests and hooks, ensure ""done()"" is called; if returning a Promise, ensure it resolves.
      at C:\Users\electron\workspace\electron-win-x64\spec\node_modules\mocha\lib\runnable.js:232:19
```

This pull request logs out all crashes during test runs to help diagnose.",500,True,en,0
9252,2,0,0,Internals,kevinsawicki,2017-04-24T16:26:00Z,26,2,2,2,"Currently if converting the message or title arguments to a string in the main process throws an exception then the IPC return value is never set and so the render process becomes unresponsive.

This pull request switches `window.alert` and `window.confirm` to convert the arguments to strings in the render process so the errors are properly thrown there which is the same behavior in standalone Chrome.",406,True,en,0
9250,4,0,0,Internals,kevinsawicki,2017-04-25T20:33:54Z,48,2,4,4,"Currently the `nodeIntegration` and `contextIsolation` web preferences are inherited in windows opened via `window.open`.

This pull request adds the `javascript` web preference to that list so that windows with JavaScript disabled cannot open windows with JavaScript enabled.",278,True,en,0
9249,1,0,0,Internals,kevinsawicki,2017-04-24T16:14:30Z,10,14,1,2,"Previously this could lead to weird rendering issues if the resource path had certain characters in it since the content was interpreted as HTML.

Use `innerText` instead so paths are treated as text.",202,True,en,0
9248,1,1,0,Internals,kevinsawicki,2017-04-21T16:15:42Z,0,2,1,0,"Now that we have new Windows 10 CI machines, remove the output file so test output is streamed making it easier to monitor from the Jenkins console.

I believe this created some crashes in the past but figured it was worth trying to see if this is no longer an issue.",269,True,en,0
9246,4,1,3,Externals,rreimann,2017-04-24T15:50:56Z,2,0,1,3,"I stumbled upon this while trying to make use of resumable downloads in electron. Although the server supported range requests that worked well with other clients like (Chrome, curl and wget) `DownloadItem.resume()` always started over at 0 bytes after resuming from `interrupted` state instead of continuing where the download was paused.


",345,True,en,0
9243,11,5,0,Externals,seanchas116,2017-05-22T21:01:05Z,41,0,4,31,"This adds APIs for writing custom formats into clipboard. (Thanks @poiru for https://github.com/electron/libchromiumcontent/pull/278)

Fix #5698",146,True,en,0
