pull_request,number_of_commits,number_of_comments,number_of_reviews,user_type,user_login,closed_at,number_of_additions,number_of_deletions,number_of_files_changed,number_of_days,message,number_of_characters,second_line_is_blank,language,number_of_test_files
10090,1,2,7,Externals,3n-mb,2017-07-22 23:05:41,3,3,1,0,"#### Issue 1:
Lines 2929-2945, definition of `registerFileProtocol(...)`.
Doc lines say (as well as docs on site),
```
     *  .... To handle
     * the request, the callback should be called with either the file's path or an
     * object that has a path property, e.g. callback(filePath) or callback({path:
     * filePath}). When callback is called with nothing, a number, or an object that
     * has an error property, the request will fail with the error number you
     * specified. 
```
but definition itself is
```
    registerFileProtocol(scheme: string, handler: (request: RegisterFileProtocolRequest, callback: (filePath?: string) => void) => void, completion?: (error: Error) => void): void;
```
`callback`'s function definition has arguments `filePath?: string`, but it should also take in values that will make request fail, i.e. `filePath?: string | number | ...`

#### Issue 2:
Lines 2922-2928, definition for `registerBufferProtocol(...)`.
Doc lines say (as well as docs on site),
```
     *  ....  The usage
     * is the same with registerFileProtocol, except that the callback should be called
     * with either a Buffer object or an object that has the data, mimeType, and
     * charset properties. Example:
     */
```
but definition itself is
```
    registerBufferProtocol(scheme: string, handler: (request: RegisterBufferProtocolRequest, callback: (buffer?: Buffer | MimeTypedBuffer) => void) => void, completion?: (error: Error) => void): void;
```
misses types for `buffer` argument in `callback`, that will make request to fail. It should be at least `buffer?: Buffer | MimeTypedBuffer | number`, which I know runs properly.

By the way, it seems that an *Example:* part of the doc line is chopped off.

#### Issue 3:
Lines 2917-2921, definition for `isProtocolHandled(...)`.
Doc lines say,
```
    /**
     * The callback will be called with a boolean that indicates whether there is
     * already a handler for scheme.
     */
```
but definition itself is
```
isProtocolHandled(scheme: string, callback: (error: Error) => void): void;
```
where callback argument should be `callback: (isHandled: boolean) => void`.",2196,False,en,0
10089,33,0,0,Externals,AndreasM-Avd26,2017-07-22 12:57:38,205,47,27,0,,0,False,en,0
10029,1,6,0,Externals,gerhardberger,2017-07-16 22:17:16,28,3,5,0,"This PR adds a `setDisplayNotifications` method to the `app` object.

This allows to add a quick option for Electron apps to disable and enable displaying notifications, sort of like a more fine grained Do not disturb mode.",225,True,en,0
9968,1,2,0,Externals,Hum4n01d,2017-07-10 16:27:51,1,1,1,0,"If somebody wants to make an actual description, they can. :) Thanks for the awesome project!",93,False,en,0
9905,3,4,0,Externals,awvalenti,2017-06-30 21:21:22,7,0,1,0,"Many users should benefit from knowing upfront how to generate a distributable package and how large will it be. For those reasons, I'm opening this pull request to include that info on README.md.",196,False,en,0
9893,2,0,0,Externals,ferreus,2017-06-29 04:41:19,18,1,4,0,"Because SetEnabled tracks number of calls and re-enables the window only when counter is back to 0,
Calling Show() on already visible window would prevent the modal lock to be released when modal is closed. This PR fixes it, by calling SetEnabled only when window is invisible. Preventing duplicate calls to SetEnabled.

",324,False,en,0
9850,1,3,0,Externals,poiru,2017-06-25 18:08:46,1,0,1,0,Fixes #8793.,12,False,en,0
9848,1,3,0,Externals,liusy182,2017-06-25 09:02:19,60,12,3,0,"#9697 

Promisify `getZoomFactor()` and `getZoomLevel()` APIs",63,True,en,0
9841,6,0,0,Externals,MarshallOfSound,2017-06-24 11:25:26,192,105,16,0,,0,False,en,0
9829,1,0,0,Externals,zh880517,2017-06-22 08:40:12,0,0,0,0,updat,5,False,en,0
9820,1,0,0,Externals,ferreus,2017-06-21 13:00:04,9,4,2,0,"SetEnabled uses internal counter to handle multiple calls to SetEnabled however that resulted in modal dialog not re-enabling the parent window, when used incorrectly.",167,False,en,0
9810,1,1,0,Externals,Tazeg,2017-06-20 15:35:31,0,0,0,0,,0,False,en,0
9809,0,0,0,Externals,ferreus,2017-06-20 14:32:24,0,0,0,0,"I tracked down this crash to https://chromium.googlesource.com/experimental/chromium/src/+/58.0.3029.110/content/browser/browser_plugin/browser_plugin_guest.h#153
```
WebContentsImpl* embedder_web_contents() const {
    return attached_ ? owner_web_contents_ : nullptr;
}
```

Which results in null pointer access on LoadURL when the view is hidden (Because it's detached).
This is actually not a matter of race condition. As it's simply enough to hide the webview, then issue LoadURL to crash it.

This will avoid the crash by simply refusing to navigate when the view is not attached.",596,False,en,0
9806,1,0,0,Externals,ferreus,2017-06-20 14:00:53,13,0,3,0,"I tracked down this crash to https://chromium.googlesource.com/experimental/chromium/src/+/58.0.3029.110/content/browser/browser_plugin/browser_plugin_guest.h#153
```
WebContentsImpl* embedder_web_contents() const {
    return attached_ ? owner_web_contents_ : nullptr;
}
```

Which results in null pointer access on LoadURL when the view is hidden (Because it's detached).
This is actually not a matter of race condition. As it's simply enough to hide the webview, then issue LoadURL to crash it.

This will avoid the crash by simply refusing to navigate when the view is not attached.",596,False,en,0
9766,43,19,0,Externals,alexeykuzmin,2017-06-15 15:24:54,743,679,78,0,"Related to #9679.  
Here are mostly fixes of trivial compilation errors. There are still plenty of errors left, I'm working on it.  
Keep it mind that a [PR](https://github.com/electron/libchromiumcontent/pull/313) with changes to libcc hasn't been merged yet.

/cc @tonyganch @kevinsawicki @zcbenz @setpixel @dezmathio

Almost all commits have a corresponding CL title as a first line of their commit message.
Link(s) to the CL(s) can be also found in the commit message.

Incomplete list of the compilation errors left:
- [x] **atom/browser/bridge_task_runner.cc**:16:28: error: call to implicitly-deleted copy constructor of 'base::OnceClosure'
  Related CLs: [chromium/2637843002](https://codereview.chromium.org/2637843002), [chromium/2726523002](https://codereview.chromium.org/2726523002), [chromium/2797133002](https://codereview.chromium.org/2797133002).
- [x] **atom/browser/api/frame_subscriber.cc**:87:10: error: no member named 'copyPixelsTo' in 'SkBitmap'
  Related issue: [Remove SkBitmap::copyPixelsTo](https://bugs.chromium.org/p/skia/issues/detail?id=6465)
- [x] **atom/browser/net/atom_url_request_job_factory.h**:58:44: error: only virtual member functions can be marked 'override'
  Related CL: https://codereview.chromium.org/2783343002
- [ ] _(OSR disabled)_ **atom/browser/osr/osr_web_contents_view.cc**:104:14: error: allocating an object of abstract class type 'atom::OffScreenRenderWidgetHostView'
- [ ] _(OSR disabled)_ **atom/browser/osr/osr_render_widget_host_view.cc**:562:40: error: use of undeclared identifier 'GetBackgroundOpaque'
- [ ]  _(OSR disabled)_ **atom/browser/osr/osr_render_widget_host_view.cc**:581:37: error: out-of-line definition of 'OnSwapCompositorFrame' does not match any declaration in 'atom::OffScreenRenderWidgetHostView'
- [ ]  _(OSR disabled)_ **atom/browser/osr/osr_render_widget_host_view.cc**:602:32: error: no member named 'SwapDelegatedFrame' in 'content::DelegatedFrameHost'
- [ ]  _(OSR disabled)_ **atom/browser/osr/osr_render_widget_host_view_mac.mm**:44:51: error: only virtual member functions can be marked 'override'
- [ ]  _(OSR disabled)_ **atom/browser/osr/osr_render_widget_host_view_mac.mm**:45:43: error: unknown type name 'ViewMsg_ReclaimCompositorResources'
- [x] **atom/common/native_mate_converters/blink_converter.cc**:250:28: error: no member named 'x' in 'blink::WebMouseEvent'
  Related CL: https://codereview.chromium.org/2782893002
- [x] **atom/renderer/api/atom_api_spell_check_client.h**:39:64: error: only virtual member functions can be marked 'override'
  Related issue: [OOPIF: SpellCheckProvider is a RenderViewObserver](https://crbug.com/638361) and [design doc](https://goo.gl/VfCENk).
- [x] **atom/renderer/atom_autofill_agent.h**:38:45: error: only virtual member functions can be marked 'override'
  Related CL: https://codereview.chromium.org/2766053002
- [x] **vendor/native_mate/native_mate/converter.h**:298:24: error: no member named 'ToV8' in 'mate::Converter<content::ServiceWorkerCapability, void>'
  Related CL: https://codereview.chromium.org/2751343002",3092,False,en,0
9734,1,1,4,Externals,igorshevach,2017-06-12 09:20:09,25,7,1,0,"usage:
enable full dump creation:
-full-memory-crash-report=1
force disable full dump creation:
-full-memory-crash-report=0.

IMPORTANT:
vendor/breakpad should be updated to latest master version since commit 33a4375 does not contain required code fixes.",261,False,en,0
9730,1,1,0,Externals,dezmathio,2017-06-12 06:58:00,1,1,1,0,"`Update CLANG_VERSION to match version Chrome is using in update.py`

was following https://electron.atom.io/docs/development/upgrading-chrome/ a bit loosely;

I followed this locally: https://github.com/electron/electron/blob/master/docs/development/build-instructions-osx.md
ran bootstrap.py, then build.py, then test.py scripts -- Wasn't 100% sure if I missed anything, the instructions in the upgrade guide didn't have instructions as detailed as the ones for building electron itself. Let me know if you want me to take this PR down. Cheers.",551,True,en,0
9708,1,11,0,Externals,juturu,2017-06-09 04:05:21,1,1,1,0,"Fixes #9688 #9560 #9691 

Reverts #8786 ",42,True,en,0
9648,2,78,8,Externals,develar,2017-06-01 16:03:16,290,5,11,0,"Addresses [Code Signing of ASAR files](https://github.com/electron/asar/issues/123).

* Any application that uses external files as code sources are not protected and code signing doesn't make sense.
* Anyone can use trusted app from trusted vendor as a template for malicious app.
  * macOS: Static validation failed (when you manually check using codesign tool or another tools), dynamic (performed on run for quarantined apps) passed.
  * Windows: no app bundle concept at all, no way to statically check app, no dynamic validation at all. Nothing prevents.
* Java, Electron apps are affected. 

How do we can fix it?

1. Embedding code sources into the executables.
    1.1 Modifying existing executable.
    * macOS: [Not possible](https://stackoverflow.com/questions/4022495/how-can-i-add-sections-to-an-existing-os-x-executable).
    * Windows: using windows resources.

     As it is not possible on macOS, this approach is rejected.

    1.2 Linking during build. It will complicate Electron app development. Another approach should be used.

    So, although embedding code sources into the executables approach is the most secured, price is too high. 

2. Really sign ASAR file and verify on ASAR file load. Well, implementation will be complex and fragile (very easy to verify code integrity, but identity validation...). So, this approach is rejected.

3. Keep code integrity data in the application manifest and verify only integrity on ASAR file load. As application manifest is a part of executable file (Windows) and `Info.plist` is a part of application bundle (macOS), we don't need to verify identity and so, our implementation is robust and straightforward. If integrity data will be changed — code signature will be broken and application will be marked as damaged by OS.

Third approach, ""code integrity data in the application manifest"", is implemented in this PR.

Some notes:
* macOS specific: Depending on not yet known reasons even modified Info.plist is not a reason to prevent run on macOS sometimes. Under some conditions app is marked as damaged, but under another conditions not (interestingly, in both cases app is quarantined (`com.apple.quarantine`, can be checked using `xattr` tool)). Well, it doesn't invalidate the whole idea of this PR:
    * small amount of data can be embedded into existing Mach-O object file if will be proven that `Info.plist` is not really secured. So, it can be implemented later if need.
    * static validation is not passed (since code signature will be broken), so, user has ability to verify application using standard tools.
* sha512 is used because [it is faster](https://crypto.stackexchange.com/questions/26336/sha512-faster-than-sha256) than sha256 on x64 machines.
   * 5MB hashed in 4ms, 30MB hashed in 45ms. So, integrity check doesn't slow down app loading.
* macOS specific: Officially [not recommended](https://developer.apple.com/library/content/technotes/tn2206/_index.html#//apple_ref/doc/uid/DTS40007919-CH1-TNTAG201) to sign non-Mach-O executables. So, unlikely PR to `electron-osx-sign` will be filed to sign ASAR files.
* Windows is unsecured, even macOS Gatekeeper doesn't work as expected... Should we worry about code integrity if even checks on OS level so insecure? Well... no excuse for us. Integrity check is cheap, build process is not complicated. So, why not to make sure that on our level user is protected and we do our best to protect users?

Checksums stored as JSON object under the key `AsarChecksums`. If key not specified — no integrity check. `electron-builder` (asar is enabled by default) will add integrity data on build (will be implemented as separated npm module to reuse this logic in other build tools).

Implemented for macOS only for now, I want to hear your feedback.

update 1: macOS performs full static validation on first run of downloaded application. So, changes in this PR not ""should"", but ""must"" be implemented (planned fix on `electron-osx-sign` under investigation).",4039,True,en,1
9617,1,2,0,Externals,iamsingla9,2017-05-29 16:46:47,1,1,1,0,Resolves #8118,14,False,et,0
9571,7,0,0,Externals,ghost,2017-05-24 00:36:19,147,131,12,0,I like Electron.,16,False,es,0
9565,1,3,1,Externals,Svennisen,2017-05-23 18:01:41,68,6,2,0,"Needed to use the capturePage functionality and then turn my NativeImage into a monochrome bitmap. Doing the monochrome conversion in nodejs was incredibly slow and therefore I added it as a separate function to NativeImage.

This is very useful when printing images to any kind of thermal printer.",300,True,en,0
9536,22,5,0,Externals,pilotpirxie,2017-05-19 21:47:31,0,0,0,0,,0,False,en,1
9502,2,1,0,Externals,liusy182,2017-05-17 02:49:40,17,0,2,0,"fix for #9454

This issue affects Windows as well. I have only tested on Windows platform but not on Mac (Sorry I do not have a Mac env set up).",146,True,en,0
9494,5,7,2,Externals,alexstrat,2017-05-16 15:48:41,39,24,2,0,"With the objective to load some Chrome extensions in an Electron app, I noticed few things to add or correct in Electron's [`content_scripts`](https://developer.chrome.com/extensions/content_scripts) basic support that I propose in this PR:

1. Fixed: script was injected only if the current URL matched the first item of `content_scripts[].matchs` ignoring the following items (=> independent PR in https://github.com/electron/electron/pull/10075)
2. Fixed: run the different scripts in a same context. I stumbled upon a popular extension ([mailtracker](https://chrome.google.com/webstore/detail/mailtracker-for-gmail/pgbdljpkijehgoacbjpolaomhkoffhnl)) that works and expects this behavior, so I assumed it is the expected behavior. ⚠️ _bug: see below_
3. Added support for CSS injection (independent PR in https://github.com/electron/electron/pull/10076)
---
However, it looks like the changes I introduced in 48cff0c make the webContents crash when a script of the extension tries to modify `window` (`window.what = 'whatever'`).

I was able to setup an [environment](https://github.com/alexstrat/electron-boilerplate/pull/3) to reproduce and got this stack trace:
```
Received signal 11 SEGV_MAPERR 003f7b840822
 [0x00010b26d7ec]
 [0x00010b26d6a1]
 [0x7fffe71fab3a]
 [0x00010ab6fa12]
 [0x00010b4dc59a]
 [0x00010b4a2ee0]
 [0x00010b494830]
 [0x00010c054b7e]
 [0x00010ac17144]
 [0x00010ac99b13]
 [0x00010aca6c28]
 [0x00010aca6aa6]
 [0x00010ac0bbbc]
 [0x00010ac10854]
 [0x19664be8437d]
[end of stack trace]
```
How can I move forward with this stack trace?
Has anyone an idea of what may causes this?

_Related: #1498_",1653,True,en,0
9488,2,1,0,Externals,paulinaika,2017-05-16 06:29:01,263,1,3,0,…ws-store-guide.md [ci skip],30,False,da,0
9478,1,0,0,Externals,djpereira,2017-05-15 18:18:00,0,0,0,0,"Updated documentation given that:
* `navigator.webkitGetUserMedia` is deprecated
* Passing `audio: true` as a constraint to `getUserMedia` when trying to capture audio for presentation throws an exception (i.e. ""Invalid screen capture request"").",247,False,en,0
9465,5,0,0,Externals,mrxf,2017-05-15 06:07:22,4,4,1,0,,0,False,en,0
9426,1,0,0,Externals,MarshallOfSound,2017-05-10 23:23:08,3,4,2,0,/cc @zeke @kevinsawicki ,24,False,hu,0
9406,2,2,0,Externals,neknalb,2017-05-08 13:20:50,6,6,3,0,"In case you want to use a BrowserWindow subclass the current implementation of `showSaveDialog` from `Electron.Dialog` fails in `parseArgs`.

The unwanted result of the current implementation leads to:

- window = null
- options = my_given_browserwindow_subclass_instance
- callback = my_given_options

With this PR I hopefully provide a solution.",355,True,en,0
9390,2,1,0,Externals,TimNZ,2017-05-06 01:28:05,19,0,1,0,"#9346 
",8,True,en,0
9370,1,1,0,Externals,RobertWHurst,2017-05-04 04:48:27,0,0,0,0,"Changed ""ABI"" to ""API""",22,False,en,0
9367,2,2,0,Externals,thomasLechaptois,2017-05-03 15:54:14,0,0,0,0,,0,False,en,0
9366,2,0,0,Externals,thomasLechaptois,2017-05-03 15:51:19,0,0,0,0,,0,False,en,0
9365,2,0,0,Externals,thomasLechaptois,2017-05-03 15:42:08,0,0,0,0,,0,False,en,0
9337,1,0,0,Externals,mcizol,2017-05-01 13:28:40,0,0,0,0,,0,False,en,0
9336,1,0,0,Externals,mcizol,2017-05-01 13:28:32,0,0,0,0,,0,False,en,0
9335,1,0,0,Externals,mcizol,2017-05-01 13:28:00,0,0,0,0,,0,False,en,0
9334,1,0,0,Externals,mcizol,2017-05-01 13:25:57,0,0,0,0,updated all turkish community links with auto invite link ,58,False,en,0
9224,1,3,0,Externals,poiru,2017-04-18 17:47:29,99,4,6,0,"This is a breaking change, but we must to do what we can to make
Electron secure by default. This is a small and necessary step towards
that goal.",148,False,en,0
9218,1,14,0,Externals,herrjemand,2017-04-18 06:59:36,36,36,36,0,"I found that it's a pain to build electron when you are running os with main python version to be python3. I think shebangs need to be more strict. This pull request updates all shebangs from: 

```
#!/usr/bin/env python
```

to

```
#!/usr/bin/env python2
```",270,True,en,1
9217,1,1,0,Externals,upicik,2017-04-18 04:54:22,5,0,1,0,"[RAM] usage is added
issue #[8362 (https://github.com/electron/electron/issues/8362) ]",87,False,en,0
9169,19,5,0,Externals,runinspring,2017-04-12 02:33:19,1600,256,19,0,,0,False,en,0
9140,1,8,0,Externals,poiru,2017-04-07 16:40:05,38,39,6,0,"Tested both framed and frameless windows with 100%, 125%, 150%, 175%,
and 200% DPI on Windows 10.

The only issue is that you might get the resize cursor at the right and
bottom edge of maximized frameless windows on some DPIs (>100% DPI for
me). This might just be a VM issue though.

This fixes #5267 and #8728.

# Test Plan

## Windows 7

### With Frame

- [ ] 200% DPI
- [ ] 150% DPI
- [ ] 125% DPI
- [ ] 100% DPI

### Without Frame

- [ ] 200% DPI
- [ ] 150% DPI
- [ ] 125% DPI
- [ ] 100% DPI

## Windows 8

### With Frame

- [ ] 200% DPI
- [ ] 150% DPI
- [ ] 125% DPI
- [ ] 100% DPI

### Without Frame

- [ ] 200% DPI
- [ ] 150% DPI
- [ ] 125% DPI
- [ ] 100% DPI

## Windows 10

### With Frame

- [x] 200% DPI
- [x] 150% DPI
- [x] 125% DPI
- [x] 100% DPI

### Without Frame

- [x] 200% DPI
- [x] 150% DPI
- [x] 125% DPI
- [x] 100% DPI

```html
<!DOCTYPE html>
<html>
  <head>
    <meta charset=""utf-8"">
    <style>
      body, html {
        padding: 0;
        margin: 0;
      }

      #outer {
        border: 5px solid red;
        position: absolute;
        top: 0;
        left: 0;
        right: 0;
        bottom: 0;
      }

      #inner {
        border: 5px solid blue;
        position: absolute;
        top: 0;
        left: 0;
        right: 0;
        bottom: 0;
        padding: 20px;
      }
    </style>
  </head>
  <body>
    <div id=""outer"">
      <div id=""inner"">
        <button onclick=""require('electron').remote.getCurrentWindow().maximize()"">Maximize</button>
        <button onclick=""require('electron').remote.getCurrentWindow().unmaximize()"">Unmaximize</button>
        <button onclick=""window.close()"">Close</button>
      </div>
    </div>
  </body>
</html>
```",1800,False,en,0
9098,54,0,0,Externals,HackersZone,2017-04-03 17:24:13,552,142,44,0,No Way,6,False,en,0
9069,1,0,0,Externals,fonghuiyue,2017-03-31 01:49:18,358,11,16,0,,0,False,en,0
9068,14,13,0,Internals,joshaber,2017-03-30 21:32:51,0,0,0,0,"Add the `app.showCertificateTrust` API to show the OS-provided UI to let the user decide to accept and trust a self-signed or untrusted certificate:

![cert_trust_panel_5b4faf16-9b52-4d4f-8aa0-63b89361dd60](https://cloud.githubusercontent.com/assets/13760/24527176/0b9a9dfe-156f-11e7-9795-ecb429b25949.jpg)

~~I believe this would address https://github.com/electron/electron/issues/1956.~~ Negative, see the discussion below.

This is only the macOS-side of things. I think we can get @shiftkey to do the Windows side.

I'm opening this early because I have no idea what I'm doing and I'd welcome any feedback or advice anyone would like to provide.",658,True,en,0
9045,1,3,0,Externals,secondfry,2017-03-28 13:04:44,0,0,0,0,https://github.com/enlight/electron-inspector/issues/7,54,False,en,0
8990,1,3,0,Externals,saikrishnadeep,2017-03-23 07:17:02,0,0,0,0,"Fixes #5862 ""Menu.buildFromTemplate"" is not a function because of new electron require ",87,False,en,0
8980,1,6,0,Externals,arkon,2017-03-22 03:41:57,45,0,9,0,"This would be useful for https://github.com/Microsoft/vscode/issues/19707

Note that this PR is a WIP -- I just wanted to open it to get feedback on whether or not I'm going about this the right way, since I'm new to the codebase.",232,True,en,0
8953,1,9,0,Externals,tarruda,2017-03-17 17:21:41,30,17,8,0,"- Change the return type of AtomViewHostMsg_Message_Sync from `base::string16`
  to `base::ListValue`
- Adjust lib/browser/api/web-contents.js and /lib/renderer/api/ipc-renderer.js
  to wrap/unwrap return values to/from array, instead of
  serializing/deserializing JSON.

This change can greatly improve `ipcRenderer.sendSync` calls where the return
value contains Buffer instances, because those are converted to Array before
being serialized to JSON(which has no efficient way of representing byte
arrays).

A simple benchmark where remote.require('fs') was used to read a 16mb file got
at least 5x faster, not to mention it used a lot less memory.  This difference
tends increases with larger buffers.",718,False,en,0
8884,1,6,0,Externals,JanCVanB,2017-03-10 00:32:45,2,2,1,0,"Some array notations (`String[]` followed immediately by `(optional)`) results in an empty markdown link, which prevents `[] (optional)` from showing up in the final documentation preview.",188,False,en,0
8822,1,3,0,Externals,Anrock,2017-03-03 10:01:54,0,0,0,0,"Just wasted couple of days on that, so i wanted to document this, so other people won't waste they time again.",110,False,en,0
8808,2,19,0,Externals,odensc,2017-03-01 23:50:03,26,12,4,0,"Fixes #5267, #8728.",19,False,en,0
8782,1,2,0,Externals,odensc,2017-02-27 04:18:06,9,0,1,0,"Resolves #5267.

A frameless window with a thick frame (default) would overflow onto another monitor when maximized.

This PR fixes the issue by resetting the `maxPosition` pointer of `MINMAXINFO` to (0, 0) - before it was (-7, -7), which caused overflow onto the left monitor.",281,True,en,0
8761,3,1,0,Internals,kevinsawicki,2017-02-23 23:58:49,19,31,3,0,"The V8 value converter used for IPC arguments previously had a max recursion depth of 100: https://github.com/electron/electron/blob/cc688d7fa6a48e5133735eb67d665f5d193ec94f/atom/common/native_mate_converters/v8_value_converter.cc#L22

Really deep objects specified as arguments to remote functions currently throw errors because the metadata received gets truncated at the IPC layer and so the format received by `rpc-server.js`  is invalid/incomplete.

This pull request removes this recursion depth completely. This value seemed somewhat arbitrary and was originally inherited from Chrome. Currently we don't limit the size of IPC objects in other ways so this seems okay to do and can be improved upon further via https://github.com/electron/electron/issues/7286.

The other options I can think of here would be:

- Have `remote.js` throw errors when function arguments that will exceed this limit are specified.
- Gracefully handle invalid/incomplete metadata in `rpc-server.js`. This option would seem surprising to developers since large objects they send over would just have `null` fields certain places and would be hard to track the cause.

I noticed this issue while investigating #8423 and trying to send `module` over the remote interface which is pretty nested.

/cc @electron/maintainers ",1317,True,en,0
8688,2,9,1,Externals,tonyganch,2017-02-15 14:27:41,61,11,4,0,"Fix for #8209.

In situation when there are two windows open, with one being in focus and another one being blurred, if we popup menu for the blurred window, click callbacks for menu items will get either `null` or focused window as second parameter.
That fix passes information about window used in `popup` method with fallback to a focused window.

Note that even though Chrome focuses a blurred window when you right-click on it, I don't think that will be a desired behavior for Electron users. Plus devs can always focus desired window manually. So I didn't modify that ""focusing"" logic.

I had trouble with the test. Apparently if I just use `menu.popup(window)`, the test gets stuck because no code after that line is run before I manually click on the window to close context menu. And I see no way to close it programmatically. So as a workaround I just set `menu.window` property (which should be done by `popup` method) and for that I created a testing-only method `_setWindow`. I don't like how it all looks, so I'll be grateful for advice on how to write a good test for my changes.",1102,True,en,0
8683,1,1,9,Externals,fab1an,2017-02-14 19:02:45,21,21,7,0,,0,False,en,0
8674,1,8,0,Externals,danyaal,2017-02-13 22:53:42,0,0,0,0,"For security purposes, I believe we would want nodeIntegration to be disabled, right?",85,False,en,0
8631,10,3,0,Externals,YurySolovyov,2017-02-08 19:08:20,27,14,4,0,Refs #8624 #7851 ,17,False,fr,0
8630,1,11,0,Externals,fab1an,2017-02-08 18:26:39,1,1,1,0,,0,False,en,0
8581,1,3,0,Externals,crowchirp,2017-02-03 13:57:05,1,1,1,0,,0,False,en,0
8580,1,1,0,Externals,crowchirp,2017-02-03 13:41:50,1,1,1,0,,0,False,en,0
8579,1,0,0,Externals,crowchirp,2017-02-03 13:28:57,3,3,1,0,,0,False,en,0
8578,1,4,0,Externals,ColinEberhardt,2017-02-03 06:27:38,2,0,1,0,"The new `sandbox` option is a very useful feature, but quite hidden. I think it should be added to the list!",108,False,en,0
8550,1,7,0,Externals,CharlieHess,2017-02-01 02:55:23,1,5,1,0,"After performing some navigation that should be transparent to the user, I'd like to `clearHistory` so that they're unable to traverse it. Problem is, after doing that all calls to `getURL` start returning empty strings. It seems (to me) that `getURL` should always return the current `webContents` location.",308,False,en,0
8527,2,0,0,Externals,xchopin,2017-01-27 22:18:38,0,0,0,0,"Hi,

for the french doc there is a huge problem almost every links are dead",77,True,en,0
8444,0,4,0,Externals,natebwangsut,2017-01-19 07:20:41,0,0,0,0,"I'm working on Thai translation to the Electron documents. I'll let you guys know if I have finished every translation in docs folder.

**TODO**:

- [x] Translate docs/README.md
- [x] Translate docs/faq.md
- [x] Translate docs/glossary.md
- [x] Translate docs/styleguide.md
- [ ] Translate docs/api/*
- [ ] Translate docs/development/*
- [ ] [WIP] Translate docs/tutorial/*",383,True,en,0
8442,150,5,8,Externals,renaesop,2017-01-19 05:57:11,0,0,0,0,"Add a print option and an api to get printer list

### contents.printerList():
Get a list of printers, eg:
````js
[ { printerName: 'Zebra_LP2844',
    printerDescription: 'Zebra LP2844',
    printerStatus: 3,
    isDefault: 1,
    options: 
     { copies: '1',
       'device-uri': 'usb://Zebra/LP2844?location=14200000',
       finishings: '3',
       'job-cancel-after': '10800',
       'job-hold-until': 'no-hold',
       'job-priority': '50',
       'job-sheets': 'none,none',
       'marker-change-time': '0',
       'number-up': '1',
       'printer-commands': 'none',
       'printer-info': 'Zebra LP2844',
       'printer-is-accepting-jobs': 'true',
       'printer-is-shared': 'true',
       'printer-location': '',
       'printer-make-and-model': 'Zebra EPL2 Label Printer',
       'printer-state': '3',
       'printer-state-change-time': '1480656412',
       'printer-state-reasons': 'none',
       'printer-type': '36932',
       'printer-uri-supported': 'ipp://localhost/printers/Zebra_LP2844',
       system_driverinfo: 'Z' } } ]
````
 
### contents.print([options]):
- +deviceName: **string** The printerName  

",1165,True,en,1
8402,2,2,0,Externals,czipperz,2017-01-13 01:50:40,12,11,3,0,This also narrows the scope of the static global variable to inside the only function it is used in.,100,False,en,0
8382,1,3,5,Externals,ide,2017-01-11 04:15:55,27,1,4,0,"See the fixed issue for the context. This pulls in a vendored copy of Node that includes the described patch. **This commit depends on first merging https://github.com/electron/node/pull/21.**

Fixes #8358

Test Plan: Built Electron and verified it loaded the sample app correctly and that the module wrapper is the new one by viewing Node's source code in the Blink Inspector.",381,True,en,0
8372,1,15,0,Externals,Dhanielk,2017-01-09 19:32:22,1,1,1,0,"Fix properties type. Previously showed as 'String', now 'String[]'",66,False,en,0
8367,1,1,0,Externals,alespergl,2017-01-09 15:37:30,2,18,2,0,See [libchromiumcontent #249](https://github.com/electron/libchromiumcontent/pull/249) for context.,99,False,en,0
8359,1,1,1,Externals,Maurice-Byrne,2017-01-07 11:00:27,2,0,1,0,Reminding the reader to exclude the electron/dist directory from their app.asar so it does not ad unnecessary file size.,120,False,en,0
8315,1,0,0,Externals,oukan,2016-12-31 15:19:23,81,3,1,0,"### Additional Entitlements

Depending on which Electron APIs your app uses, you may need to add additional
entitlements to your `parent.plist` file to be able to use these APIs from your
app's Mac App Store build.

I can't correct translation",249,True,en,0
8307,1,3,0,Externals,boriskaiser,2016-12-29 19:43:04,1,1,1,0,,0,False,en,0
8280,3,12,0,Externals,MarshallOfSound,2016-12-24 21:33:40,166,0,6,0,"This allows apps to hook into the new `MPRemoteCommandCenter` API's on macOS 10.12.2.  Pretty sure this breaks on older macOS versions so I need to add a few ifs.  It add's two new `app` API's.

```js
app.initializeAsMediaPlayer()
```

```js
app.setNowPlaying({
  currentTime,
  duration,
  title,
  artist,
  album,
  id,
  state,
});
```

When I hooked this up to GPMDP it generates the correct system wide touch bar 😄 

<img width=""1085"" alt=""touch bar shot 2016-12-25 at 10 30 24 am"" src=""https://cloud.githubusercontent.com/assets/6634592/21468814/876ccfa6-ca8d-11e6-9cb8-09bcf171f1f3.png"">

**NOTE:** I totally did this on the plane on my way home still it still needs a bit of cleanup 👍 

**TODO**

* [ ] Add docs
* [x] Ensure it builds on non-macOS platforms
* [ ] Ensure it builds / runs on older macOS versions",854,True,en,0
8264,2,7,2,Externals,gfpacheco,2016-12-21 17:23:34,3,0,1,0,Fixes #8208,11,False,en,0
