pull_request,number_of_commits,number_of_comments,number_of_reviews,user_type,user_login,closed_at,number_of_additions,number_of_deletions,number_of_files_changed,number_of_days,message,number_of_characters,second_line_is_blank,language,number_of_test_files
13468,2,1,0,Externals,pedro-c,2016-12-18 21:35:27,5,0,5,0,"This feature allows the user to quickly add the current date to the editor buffer by pressing 'ctrl-alt-d' :
![1](https://cloud.githubusercontent.com/assets/9059178/21296709/dd45580e-c569-11e6-9da9-31da61f3ebf2.PNG)
",218,False,en,0
13467,1,0,0,Externals,pedro-c,2016-12-18 20:31:19,4,0,4,0,"This feature allows the user to quickly add the current date to the editor buffer by pressing 'ctrl-alt-d' :
![1](https://cloud.githubusercontent.com/assets/9059178/21296303/b86d39c4-c560-11e6-82d6-81f80366a345.PNG)
",218,False,en,0
13447,1,2,1,Externals,CodeMan99,2016-12-14 15:04:55,6,4,2,0,"This change is a _work in progess_.

Used twice successfully with v1.12.6 and v1.12.7, linux only.

Sparked from #13240 & #13389.",133,True,en,0
13438,1,1,0,Externals,50Wliu,2016-12-13 21:26:15,1,1,1,0,"This would be helpful for atom/settings-view#893.  Everything except `loadTime` and `activationTime` are available in the package's metadata, which is pretty much what the Settings View exclusively deals with.  This would prevent an extra call to `atom.packages.getLoadedPackage(name)` when we already have the rest of the package data available.  Unsure if this is a breaking change/if any packages are relying on this (why?).",427,False,en,0
13408,1,4,0,Externals,MoritzKn,2016-12-08 20:31:09,1,1,1,0,"This will fix a bug when executing `editor:toggle-line-comments` in a file with a grammar without comments (or without a `commentStartString`), for example plain text.

Before this update i got this exception:
```
TypeError: Cannot read property 'split' of undefined
    at Function.module.exports.Range.fromText (/usr/lib/atom/node_modules/text-buffer/lib/range.js:47:19)
    at TextBuffer.module.exports.TextBuffer.setTextInRange (/usr/lib/atom/node_modules/text-buffer/lib/text-buffer.js:608:24)
    at TextBuffer.module.exports.TextBuffer.insert (/usr/lib/atom/node_modules/text-buffer/lib/text-buffer.js:627:19)
    at LanguageMode.module.exports.LanguageMode.toggleLineCommentsForBufferRows (/usr/lib/atom/src/language-mode.js:98:22)
    at TextEditor.module.exports.TextEditor.toggleLineCommentsForBufferRows (/usr/lib/atom/src/text-editor.js:3570:32)
    at Selection.module.exports.Selection.toggleLineComments (/usr/lib/atom/src/selection.js:684:67)
    at /usr/lib/atom/src/text-editor.js:1405:26
    at /usr/lib/atom/src/text-editor.js:1107:28
    at TextBuffer.module.exports.TextBuffer.transact (/usr/lib/atom/node_modules/text-buffer/lib/text-buffer.js:866:18)
    at TextEditor.module.exports.TextEditor.transact (/usr/lib/atom/src/text-editor.js:1524:26)
    at /usr/lib/atom/src/text-editor.js:1101:24
    at TextEditor.module.exports.TextEditor.mergeSelections (/usr/lib/atom/src/text-editor.js:2498:43)
    at TextEditor.module.exports.TextEditor.mergeIntersectingSelections (/usr/lib/atom/src/text-editor.js:2464:35)
    at TextEditor.module.exports.TextEditor.mutateSelectedText (/usr/lib/atom/src/text-editor.js:1099:19)
    at TextEditor.module.exports.TextEditor.toggleLineCommentsInSelection (/usr/lib/atom/src/text-editor.js:1404:19)
    at TextEditor.editor:toggle-line-comments (/usr/lib/atom/src/register-default-commands.js:612:21)
    at /usr/lib/atom/src/register-default-commands.js:663:34
    at TextBuffer.module.exports.TextBuffer.transact (/usr/lib/atom/node_modules/text-buffer/lib/text-buffer.js:866:18)
    at TextEditor.module.exports.TextEditor.transact (/usr/lib/atom/src/text-editor.js:1524:26)
    at atom-text-editor.newCommandListeners.(anonymous function) (/usr/lib/atom/src/register-default-commands.js:662:22)
    at CommandRegistry.module.exports.CommandRegistry.handleCommandEvent (/usr/lib/atom/src/command-registry.js:259:29)
    at /usr/lib/atom/src/command-registry.js:3:59
    at KeymapManager.module.exports.KeymapManager.dispatchCommandEvent (/usr/lib/atom/node_modules/atom-keymap/lib/keymap-manager.js:587:16)
    at KeymapManager.module.exports.KeymapManager.handleKeyboardEvent (/usr/lib/atom/node_modules/atom-keymap/lib/keymap-manager.js:382:22)
    at WindowEventHandler.module.exports.WindowEventHandler.handleDocumentKeyEvent (/usr/lib/atom/src/window-event-handler.js:106:36)
    at HTMLDocument.<anonymous> (/usr/lib/atom/src/window-event-handler.js:3:59)
```

Atom linked the exception with the issue #6831, but I don't think this issue is related.",3053,True,en,0
13398,1,4,0,Externals,vjeux,2016-12-06 16:47:25,12,1,1,0,"Electron has an issue where displaying the context menu pauses the rendering loop. https://github.com/electron/electron/issues/1854

One unfortunate side effect is that when you right click on an element, the dom mutations to highlight the element have not been flushed yet which makes for a very bad user experience https://github.com/atom/atom/issues/2991

In order to solve this issue, we would like to flush the mutations and only then display the menu. Unfortunately, electron doesn't have APIs for that.

Things I have tried:
1) Electron has `browserWindow.webContents.invalidate()` and `.on('paint' -> ...)` but it only works with offscreen rendering which     atom doesn't use.
2) `.capturePage(-> ...)` takes a screenshot of the page and I hoped it     would do a flush first but it inconsistently displays the highlight     so it won't work.
3) `Using setTimeout((-> ...), 16)` works many times but not always
4) `requestAnimationFrame(-> ...)` should be what we want but unfortunately     it doesn't always show the highlights :(

What I found worked was to nest three `requestAnimationFrame`, it works all the time even when my machine is busy. This is not a 100% solution but I think that it's okay to assume that if the highlight hasn't been updated in three frames then you should probably try and optimize your code. 3 frames is 50ms and that delay isn't noticeable.

Note: the proper way to solve this that was mentioned in the issue is to open the menu from the main process but this is already what atom does and it's still an issue.

Before:
![](http://g.recordit.co/DruDVLJoN9.gif)

After:
![](http://g.recordit.co/PxBnwNt5yy.gif)

Released under CC0",1693,True,en,0
13388,1,1,0,Externals,VIVEKLUCKY249,2016-12-05 18:58:16,0,0,0,0,Update repository fork for completeness and latest,50,False,en,0
13344,1,0,0,Externals,drewcassidy,2016-11-28 07:35:30,0,0,0,0,This is confusing for users of High-DPI screens,47,False,en,0
13293,1,6,3,Externals,mattdangerw,2016-11-21 22:22:45,248,0,6,0,"This PR adds support for building a [flatpak](http://flatpak.org/) for atom. See the feature request issue https://github.com/atom/atom/issues/11837

First time contributing, so please let me know if there is anything else I should do to get this in ship shape. I did not see any tests for other packaging scripts (e.g. create-debian-package.js) so I did not add any here.

A broader conversation should probably happen around how the library dependencies for the app are included. The build script here will try to download an electron ""base application"" which contains things like gtk and libnotify which are needed by any electron app.

This base app can grow with new dependencies of the electron project and contain bug fixes specific to electron. It allows anyone shipping an electron flatpak to avoid library quirks on different linux distributions. It does need to be hosted somewhere though.

For now, the flatpak recipe for building the electron base app is here
https://github.com/endlessm/electron-flatpak-base-app
and my company [endless computers](https://endlessm.com/) is hosting a compiled version of the base app on s3 here
https://s3-us-west-2.amazonaws.com/electron-flatpak.endlessm.com/electron-base-app-master.flatpakref

If there is interest, it would be fantastic if atom/electron project could be the official home of the electron base app going forward. We'd be happy to transfer the github repository and help with setting up a place to host the compiled version of the electron base application. Please ping me to discuss further. I can open a follow up issue in the electron repository if that is best.

On a related note, have started work on some [node tools for building electron flatpaks](https://www.npmjs.com/~endlessm), and have a few [other](https://github.com/mattdangerw/webtorrent-desktop/tree/flatpak) [app](https://github.com/mattdangerw/brave-browser-laptop/tree/flatpak) [ports](https://github.com/mattdangerw/Ghost-Desktop/tree/flatpak) in progress.

#### Building
Requires [flatpak > `0.6.13` installed](http://flatpak.org/getting.html). Then just
```
./script/build --create-flatpak
```

#### Testing
Install the flatpak and run it with
```
flatpak install --user --bundle out/atom-x86_64.flatpak
flatpak run io.atom.Atom
```",2300,True,en,0
13283,1,3,0,Externals,GabMus,2016-11-21 09:09:17,1,1,1,0,,0,False,en,0
13274,32,0,0,Externals,ycai2,2016-11-20 01:19:56,159,134,12,0,"Moved ""Fold all"" menu entry to above the ""Unfold all"" and the separator. ",73,False,en,0
13245,1,1,0,Internals,damieng,2016-11-16 18:49:56,1,1,1,0,Brings in Node 6.5.0 which solves #13104 ,41,False,en,0
13180,1,0,0,Externals,andrewwoz,2016-11-10 13:20:38,0,0,0,0,,0,False,en,0
13162,55,0,0,Externals,lakhera2014,2016-11-08 17:39:52,1481,309,22,0,,0,False,en,0
13119,6,12,9,Externals,SahilC,2016-10-31 20:14:48,4,1,1,0,,0,False,en,0
13117,1,0,0,Externals,vgupta001,2016-10-31 16:07:17,4,4,1,0,Changes made,12,False,en,0
13113,18,2,2,Externals,mnquintana,2016-10-31 03:14:18,443,304,26,0,"Continuing on from https://github.com/atom/atom/pull/13065, this PR rewrites a bunch of small files as JS. 🤘 

👀 @atom/feedback ",136,True,en,0
13112,20,0,0,Externals,riedlem,2016-10-31 03:04:52,45,19,6,0,,0,False,en,0
13111,1,0,0,Externals,vilnitskiy,2016-10-31 00:45:13,0,0,0,0,,0,False,en,0
13094,20,0,0,Externals,clewellEDU,2016-10-28 17:03:33,45,19,6,0,,0,False,en,0
13091,1,0,0,Externals,mattdangerw,2016-10-28 07:54:24,176,0,3,0,,0,False,en,0
13087,4,14,1,Internals,BinaryMuse,2016-10-27 18:13:22,27,5,2,0,"Currently, the Atom transpilation story, via the compile cache, is as follows:
- All TypeScript (`.ts`) files are compiled with the TypeScript compiler.
- All CoffeeScript (`.coffee`) files are compiled with the CoffeeScript compiler.
- JavaScript (`.js`) files are compiled with the Babel compiler _if_ they start with `/** @babel */`, `""use babel""`, `'use babel'`, or `/* @flow */`. Atom currently uses Babel 5 to transpile JS, and sets some explicit options in `static/babelrc.json`.

In addition, the `ThemeManager` uses `LessCompileCache` to compile Less (`.less`) files to CSS.

In an ideal world, individual packages would have more control over how exactly their source is transpiled before being run in Atom. A best case scenario would be that a package author can specify _exactly_ how we should transform their source. At a minimum, packages should be able to pick-and-choose which JavaScript transformations are applied to them by specifying their own options in a local `.babelrc` and including any additional Babel plugins as appropriate.

To start with, I'm updating Babel to version 6 while attempting to keep the resulting JavaScript as similar to the Babel 5 version as possible, to avoid breaking existing packages.
- [x] Update to Babel 6
  - [ ] Include appropriate plugins to mimic Babel 5 behavior
- [ ] Figure out backward-compat opt-out story (e.g. pragma)
- [ ] Figure out local customizations (including ones with package-specific options, like Relay schema location)
- [ ] Other stuff

/cc @atom/core @nathansobo 
",1542,False,en,0
13086,7,1,0,Internals,maxbrunsfeld,2016-10-27 18:12:00,33,2,8,0,"Depends on https://github.com/atom/text-buffer/pull/177

This adds a dependency on rust at build time.
",103,True,en,0
13083,1,0,0,Externals,mukulkhandelwal,2016-10-27 08:47:38,3,3,1,0,,0,False,en,0
13075,1,0,0,Externals,iyakimavets,2016-10-26 09:19:36,6,6,1,0,,0,False,en,0
13063,11,0,0,Externals,brittanym3578,2016-10-25 02:21:01,38,12,5,0,,0,False,en,0
13050,9,0,0,Externals,sam0s,2016-10-22 14:11:50,32,8,3,0,,0,False,en,0
13047,1,5,0,Externals,seusher,2016-10-22 05:29:54,13,7,1,0,"Adds a fix to only duplicate a line once, no matter how many selections exist on the same line. The selections are set correctly on the duplicated line.
![anim](https://cloud.githubusercontent.com/assets/416212/19617150/e1b120bc-97dd-11e6-8a75-3ba4d4c7fc2e.gif)

Fixes https://github.com/atom/atom/issues/12927",313,False,en,0
13045,8,0,0,Externals,thaisdemoura,2016-10-21 17:07:00,61,121,9,0,,0,False,en,0
13036,2,0,0,Externals,hahaveryfun,2016-10-20 18:15:37,810,3,14,0,,0,False,en,0
13006,1,0,0,Externals,jokosu10,2016-10-17 03:39:55,5,5,1,0,,0,False,en,0
13002,1,4,0,Externals,danielbayley,2016-10-16 21:13:56,2,0,1,0,,0,False,en,0
12995,250,0,0,Externals,jasonjyu,2016-10-16 01:42:20,27380,14548,520,0,,0,False,en,1
12989,1,1,0,Externals,tadityar,2016-10-14 17:12:58,7,0,2,0,"Hello! This is my first time contributing to atom, this PR fixes issue #12744 .

Resulting Behavior
![fixed](https://cloud.githubusercontent.com/assets/7445868/19396189/5510af92-9274-11e6-8251-cb30b7edf06e.gif)
",211,True,en,0
12979,1,0,4,Externals,liuderchi,2016-10-14 06:48:35,9,8,1,0,"1. Related issue is [#12978](https://github.com/atom/atom/issues/12978)
2. changes:
   - parse args first then checks module dependencies to avoid slow response for `script/build --help`
   - add args alias `-h` for `--help`

Closes https://github.com/atom/atom/issues/12978
",275,False,en,0
12970,4,0,0,Externals,lin31504,2016-10-13 14:37:57,30,7,2,0,"I think that the new version is better
",39,True,en,0
12962,1,0,0,Externals,ghost,2016-10-12 20:06:40,0,0,0,0,,0,False,en,0
12943,2,0,0,Internals,iolsen,2016-10-11 20:18:42,38,1,2,0,"testing...
",11,True,en,0
12939,49,0,0,Internals,missinformed,2016-10-11 17:51:37,188,66,21,0,"please ignore
",14,True,en,0
12936,49,0,0,Externals,navickas12,2016-10-11 15:52:22,188,66,21,0,,0,False,en,0
12934,1,0,1,Internals,damieng,2016-10-11 06:09:13,12,10,2,0,"This prevents the normalize function being called over and over again during sorting of menu items by caching it on its own reusable property (normalizedLabel)
",160,True,en,0
12926,1,5,0,Externals,stereobooster,2016-10-10 11:05:46,6,1,1,0,"This PR is replacement for https://github.com/atom/atom/pull/6075. But this is not Production Ready yet. Created it to discuss.

Closes https://github.com/atom/atom/issues/6070
Closes https://github.com/atom/atom/pull/6075
Depends on https://github.com/atom/tabs/pull/386
### Testcase
1. Open Atom (without params)
2. Type some text in untitled buffer
3. Create new buffer (Cmd+N)
4. Close first buffer without switching to it

Expected behaviour:
1. Switch to first tab
2. Shows Prompt whether you want to save or not

Current behaviour
1. Shows Prompt whether you want to save or not
### Technical details

<img width=""1181"" alt=""graph3"" src=""https://cloud.githubusercontent.com/assets/179534/19308223/38631c20-9087-11e6-84ab-232190497414.png"">

As of now all actions after click on close icon happens synchronously - control not returned to browser, so it has no ability to do paint. Solution make reflow actions in asynchronous way so browser would be able to do paints.

As example we can do something like (`tab-bar-view.coffee`):

``` coffeescript
 onClick: (event) ->
    return unless matches(event.target, "".tab .close-icon"")

    tab = closest(event.target, '.tab')
    @setActiveTab(tab) if tab.item.isModified?()
    setImmediate => @pane.destroyItem(tab.item)
    false
```

which will allow browser to do paints

<img width=""565"" alt=""graph4"" src=""https://cloud.githubusercontent.com/assets/179534/19308847/5d07b204-908a-11e6-9180-a9867802df63.png"">
",1465,True,en,0
12912,1,6,0,Externals,lukecaputo,2016-10-08 01:23:38,1,1,1,0,"Add a comma.
",13,True,en,0
12894,1,0,0,Externals,siddharthkhandelwal,2016-10-06 17:11:28,3,3,1,0,,0,False,en,0
12893,1,0,0,Externals,aayushitanwar,2016-10-06 17:05:41,3,3,1,0,,0,False,en,0
12886,1,0,0,Externals,stevotennis,2016-10-06 06:08:31,14,13,2,0,"… Win/Linux. Addresses some of #4057
",39,True,en,0
12871,1,1,0,Externals,ambrosiora,2016-10-04 14:54:24,1,0,1,0,"Update Documentation about color
",33,True,en,0
12869,11,0,0,Externals,go4st,2016-10-04 12:39:07,1656,792,18,0,"I just want a t-shirt! Thanks !
",32,True,en,0
12868,1,0,0,Externals,Salzhaltig,2016-10-04 10:25:40,44,0,1,0,,0,False,en,0
12863,250,0,0,Externals,davidgiraldo77,2016-10-04 01:37:39,26570,14281,486,0,"'left': 'core:move-left'
    'right': 'core:move-right'
    'ctrl-alt-r': 'window:reload'
-  'ctrl-shift-i': 'window:toggle-dev-tools'
  'ctrl-alt-p': 'window:run-package-specs'
  'ctrl-shift-o': 'application:open-folder'
  'ctrl-alt-o': 'application:add-project-folder'
",271,False,de,1
12856,8,1,0,Externals,ChamathAri,2016-10-03 03:14:13,61,121,9,0,,0,False,en,0
12855,18,0,0,Externals,nikiking,2016-10-02 23:32:09,51,51,13,0,,0,False,en,0
12851,2,0,0,Externals,jakobamster,2016-10-02 13:40:17,206,378,11,0,,0,False,en,0
12843,1,0,0,Externals,yuxiangdai,2016-10-01 20:29:44,1,1,1,0,,0,False,en,0
12839,48,1,0,Externals,b-orlov,2016-10-01 10:40:11,233,282,77,0,,0,False,en,2
12838,1,2,0,Externals,hamzahsarwari,2016-10-01 08:28:21,7,0,1,0,,0,False,en,0
12837,1,0,0,Externals,Trollodeboy,2016-10-01 07:17:10,1,1,1,0,"Bugg
",5,True,en,0
12836,1,0,0,Externals,Tom-the-Cat,2016-09-30 23:53:13,0,0,0,0,"Update
",7,True,en,0
12833,250,0,0,Externals,JangaNA,2016-09-30 21:24:12,12391,17532,358,0,"This is a pull request
",23,True,en,6
12829,8,0,0,Externals,viemmsakh,2016-09-30 16:01:23,61,121,9,0,,0,False,en,0
12827,8,0,0,Externals,malexanderboyd,2016-09-30 13:53:45,61,121,9,0,,0,False,en,0
12818,1,0,0,Externals,amadorfreedompop,2016-09-29 16:38:33,1,1,1,0,,0,False,en,0
12812,49,0,0,Externals,Remitar,2016-09-28 18:37:35,724,542,32,0,,0,False,en,0
12810,1,0,0,Externals,Hoogs88,2016-09-28 16:10:50,3,0,1,0,,0,False,en,0
12809,28,0,0,Externals,majicaster2,2016-09-28 15:24:07,138,963,22,0,,0,False,en,0
12808,49,0,0,Externals,stdfr33,2016-09-28 15:00:49,188,66,21,0,,0,False,en,0
12807,28,0,0,Externals,stdfr33,2016-09-28 15:00:18,138,963,22,0,,0,False,en,0
12806,8,1,0,Externals,stdfr33,2016-09-28 14:54:27,61,121,9,0,,0,False,en,0
12801,1,2,0,Externals,JurgensSmit,2016-09-28 06:07:40,16,1,2,0,,0,False,en,0
12799,18,0,0,Externals,sinmaker,2016-09-28 03:12:11,51,51,13,0,,0,False,en,0
12798,2,0,0,Externals,bizarrejelly5,2016-09-28 02:08:33,206,378,11,0,,0,False,en,0
12786,2,2,0,Externals,ahmetemir,2016-09-26 19:13:10,8,0,2,0,"For  #12744.
",13,True,en,0
12768,1,3,0,Externals,stpdenis,2016-09-24 23:04:34,4,1,1,0,"Really small UX improvement for toggleLineCommentsInSelection: after commenting/uncommenting text, cursor will move down, so you can continue commenting the following line.

Inspired by PyCharm
",194,True,en,0
12767,18,14,0,Internals,simurai,2016-09-24 08:38:51,79,8,5,0,"This PR is similar to https://github.com/atom/atom/pull/10208 (Hide title bar on OS X) and contiues from https://github.com/atom/atom/pull/11790. It replaces the current ""Use Custom Title Bar"" checkbox with a ""Title Bar"" dropdown. It has the following options:
- `native` (default)
- `custom` adapts to themes
- `hidden` **New**! Only the traffic lights are shown

![screen shot 2016-10-15 at 7 40 34 pm](https://cloud.githubusercontent.com/assets/378023/19409487/51d840c4-930f-11e6-98e8-6cefd0a21df2.png)
### Native

![screen shot 2016-10-15 at 7 34 06 pm](https://cloud.githubusercontent.com/assets/378023/19409427/64c5ac04-930e-11e6-8dda-ed7775214bde.png)
### Custom

![screen shot 2016-10-15 at 7 32 23 pm](https://cloud.githubusercontent.com/assets/378023/19409431/746936c6-930e-11e6-9408-3d80e4806ee8.png)
### Hidden (new)

![title-bar-custom](https://cloud.githubusercontent.com/assets/378023/18807178/79a7a210-827b-11e6-8f96-6b2a9bf28b02.png)
## Benefits:

Be able to hide the title bar leaves more room for the editor and looks less cluttered. Also a package like the tool-bar could use the title bar's place instead.

![title-bar-custom 2](https://cloud.githubusercontent.com/assets/378023/18807177/79a71afc-827b-11e6-8bc9-68ec69338e59.png)
## Concerns:

When the tree-view is hidden, a vertical bar is shown to make sure the traffic lights don't overlap anything and that there is an area where the window can be dragged.

![screen shot 2016-10-25 at 7 08 22 pm](https://cloud.githubusercontent.com/assets/378023/19682048/d01f77a2-9ae6-11e6-8ec1-b9d51e64bf84.png)
## Affected packages:
- [ ] tool-bar (nothing major, but could still use some tweaks like centering the icons when it's on the left and tree-view is hidden.

/cc @brumm 
",1745,False,en,0
12765,1,1,0,Externals,TriforceOfKirby,2016-09-23 20:05:31,0,0,0,0,"The Atom package is available on Arch Linux in the official repositories for both [32-bit](https://www.archlinux.org/packages/community/i686/atom/) and [64-bit](https://www.archlinux.org/packages/community/x86_64/atom/).
",221,True,en,0
12734,1,3,0,Externals,felixangell,2016-09-20 23:22:09,0,0,0,0,"I was checking out the contributing document and noticed the JS style guide link is dead. I figured the second best thing would be the JS styleguide in the document itself?
",173,True,en,0
12715,2,1,0,Externals,zacharyrankin,2016-09-18 05:20:08,15,1,1,0,"Currently in Atom when you do a ""Save As"" (or save a new file) it will have a default name of ""Untitled"".

Sublime had a feature that would take the first 50 characters of your file and make that the default file name when using ""Save As"".  I loved this feature because when I was creating new files I would tend to start them with something that could be a useful file name.

This is still a work in progress, but I wanted to get the conversation started.

I am trying to find if there is a good way to do some kind of a hook so that the default ""Save As"" file name could be configured via a package.

I don't think it is possible right now but I might have missed something.  This is my first stab at implementing a feature in Atom. Any help would be appreciated.

Here is an example:

![](https://media.giphy.com/media/3o7TKsxO1p8iWGeJws/giphy.gif)
",852,True,en,0
12670,1,0,0,Externals,ghost,2016-09-12 12:32:05,0,0,0,0,"Update at #12671.
",18,True,en,0
12669,1,1,0,Externals,gutierri,2016-09-12 11:08:57,0,0,0,0,,0,False,en,0
12605,1,0,1,Internals,markostar,2016-09-05 10:07:49,0,0,0,0,,0,False,en,0
12593,1,0,0,Externals,batrashubham,2016-09-02 20:44:40,0,0,0,0,"Update from original
",21,True,en,0
12573,1,6,0,Externals,lgeiger,2016-09-01 01:04:57,15,8,4,0,"This will shorten the directory path displayed in the title bar
PR:
<img width=""270"" alt=""bildschirmfoto 2016-09-01 um 02 14 06"" src=""https://cloud.githubusercontent.com/assets/13285808/18151613/bc5bb666-6ff0-11e6-9bd1-f5ebece7a21f.png"">
Master:
<img width=""398"" alt=""bildschirmfoto 2016-09-01 um 02 23 43"" src=""https://cloud.githubusercontent.com/assets/13285808/18151614/bc5bd3ee-6ff0-11e6-935d-fc1e24d66cb7.png"">
",416,False,en,0
12564,1,1,0,Externals,hansonw,2016-08-31 17:42:44,1,1,1,0,"Includes proper syntax highlighting for C++11 string literals.

Apologies if you guys prefer to batch the language bumps all at once - just wanted to make sure this didn't slip under the radar.

cc @50Wliu 
",207,True,en,0
12542,2,1,0,Externals,msafi,2016-08-29 00:32:09,0,0,0,0,,0,False,en,0
12535,1,1,0,Externals,santagada,2016-08-27 08:21:41,2,1,1,0,"support xonsh (http://xon.sh/).
",32,True,en,0
12514,1,2,0,Externals,Rabi007,2016-08-25 11:09:26,1,1,1,0,"updated some words.
",20,True,en,0
12505,1,1,0,Externals,Jdesk,2016-08-23 21:33:04,12,11,1,0,"add gitter badge and merge
",27,True,en,0
12486,1,6,0,Externals,yuanwhy,2016-08-20 04:50:16,10,2,1,0,"Fix bug https://github.com/atom/atom/issues/11361

1、On macOS,  the sate is not saved when the last window is removed because the progress is running, so ""removeWindow"" function must be updated to :

> `@saveState(false) unless window.isSpec`

2、We must load paths from '.atom/storage/application.json' for the first window  when the application is running and no window, especially on macOS
",396,True,en,0
12482,1,1,1,Externals,lgeiger,2016-08-19 20:23:35,2,2,2,0,"Closes #9739.
",14,True,en,0
12415,1,0,0,Externals,VIVEKLUCKY249,2016-08-13 20:11:53,0,0,0,0,"Update with base
",17,True,en,0
12395,1,1,1,Internals,nathansobo,2016-08-11 16:51:26,6,2,1,0,"We symlink the compile cache from the original ATOM_HOME to ensure window startup is still performant, but avoid anything else leaking across tests.

/cc @maxbrunsfeld 
",169,True,en,0
12373,3,2,4,Externals,50Wliu,2016-08-09 14:04:03,18,28,1,0,"Despite the instructions saying that all the commands assumed the usage of Bash, it was actually the other way around - all commands used cmd syntax.  Other than clarifying that, I've also simplified/streamlined some of the sections.

There is one unfortunate ""bug"" introduced by these changes: whichever language package is being used by Linguist to highlight `cmd` blocks doesn't differentiate between when `dir` is being used as a command or as an argument.

``` cmd
script\build --install-dir
```

compared to

``` cmd
dir
```

/cc @damieng 
",546,True,en,0
12285,1,1,0,Externals,Ingramz,2016-08-02 13:18:36,2,2,1,0,"I am getting `Uncaught TypeError: Cannot read property 'value' of null` at the isRegistered function.

see https://github.com/fresc81/node-winreg/blob/master/lib/registry.js#L649

cc @damieng 
",193,True,en,0
12235,250,2,0,Internals,maxbrunsfeld,2016-07-26 00:56:55,17569,9,300,0,"⚠️  This may be a terrible idea ⚠️ 

This adds `apm` (with all of its history) into this repo, under the `apm` directory. The idea is that `apm` should just be a part of Atom, rather than its own node module that needs to _find_ Atom on your hard drive in order to work properly.

/cc @nathansobo
",305,True,en,13
12231,1,1,0,Internals,as-cii,2016-07-25 16:40:59,0,55,1,0,"After #12207, we are going to switch atom/atom to use CircleCI. The web hook remains in-place for existing pull-requests, but from now on we won't be building new PRs on Travis.
",178,True,en,0
12212,1,13,2,Externals,crazymykl,2016-07-22 04:25:00,190,18,12,0,"Fixes #4590
",12,True,en,0
12196,3,33,0,Externals,uhop,2016-07-19 19:51:46,1,0,1,0,"`ATOM_HOME` is `undefined`, which breaks Atom on startup (at least on Mac). Interesting that it is `undefined` even when I explicitly set this variable in `.bashrc`.

The patch is a one-liner for simplicity:
- It checks, if `ATOM_HOME` is falsy. If it is:
  - It checks if `HOME` is truthy. If it is:
    - It sets `ATOM_HOME` to `path.join(HOME, '.atom')`.
  - Otherwise it sets it to an empty string.

The description above dwarves the code.

I don't know what caused the problem, because I saw it before intermittently, but recently I updated node to 6.3.0, and Mac to 10.11.6. The combined change made the problem persistent.

Before debugging the code I tried to reinstall Atom 1.8.0, and 1.9.0-beta0 &mdash; both fail the same way (`undefined` is passed to `path.join()`).
",780,True,en,0
12189,1,19,2,Externals,Ingramz,2016-07-18 07:49:36,67,132,29,0,"Let's see how well this goes. :pray: 

I was reading some text-editor related code and was mildly frustrated to find some unused variables. I added [coffeescope](https://github.com/za-creature/coffeescope) for coffeelint and started manually excluding global classes and variables until it found the following unused variables/undefined references.

~~There are still unused variables in `try ... catch unusedVariable` statements, but these cannot be cleaned up as it requires a more up to date version of coffeescript dependency in grunt or the code won't transpile.~~ Updated coffeescript.

If ~~we do have a more recent version of coffeescript, grunt and~~ a false positive regarding `for x,y of z` in coffeescope#7 has been fixed ~~(which in programming speak is _never_)~~, it might be worthwhile adding coffeescope permanently to find code like this.

Update 30.08.2016: There is still some configuration overhead with the coffeescope, as there are certain things that are defined in helpers and elsewhere, which would have to be whitelisted manually.
",1058,True,en,1
12179,1,1,0,Internals,maxbrunsfeld,2016-07-15 21:23:26,54,2120,8,0,,0,False,en,0
12178,29,0,0,Internals,maxbrunsfeld,2016-07-15 21:22:59,191,3082,29,0,,0,False,en,0
12176,5,5,1,Externals,thomasjo,2016-07-15 15:54:24,6,7,3,0,"Bumps packages that have dependencies on graceful-fs to versions that uses graceful-fs v4 or higher. 

This is **necessary** for Node.js v6 support.

TODO:
- [x] Bump fstream.
- [x] Open PRs against [less-cache](https://github.com/atom/less-cache) — https://github.com/atom/less-cache/pull/10
  - [x] Bump less-cache once PRs have shipped.
- [ ] Fix regression during the `prebuild-less` task. See https://github.com/atom/atom/pull/12176#issuecomment-240339043
",463,True,en,0
12170,29,1,0,Internals,as-cii,2016-07-14 14:52:07,31,28,9,0,"Refs: #11897 
",14,True,en,0
12165,1,0,0,Externals,hungrygeek,2016-07-13 18:22:06,1,1,1,0,"fix issue #12073, the '-n' option is not needed here. Since with or without this option, atom opens up a directory in new window and a file in a new tab, given that atom is already opened. And removing the '-n' option fix the issue #12073.
",240,True,en,0
12145,1,2,0,Externals,pkgdemon,2016-07-12 01:29:47,0,0,0,0,"These packages now exist as node012, and npm012.
",49,True,en,0
12118,3,1,0,Externals,cgarvis,2016-07-07 20:20:44,2,0,1,0,"Because there is no way to represent an added feature.
",55,True,en,0
12117,1,4,0,Externals,kylesimmonds,2016-07-07 19:10:21,0,0,0,0,"See discussion in atom#7159
",28,True,it,0
